sample_index,relative_path,body_name,x_start,x_end,y_start,y_end,z_start,z_end,width_x,width_y,thickness_z,top_depth_index,bottom_depth_index,center_x_index,center_y_index,center_z_index,density_contrast,nonzero_density_cells,gravity_minimum_mgal,gravity_maximum_mgal,gravity_mean_mgal,gravity_std_mgal
317,samples/sample_000317.npz,rectangular_body_000317,2,10,23,34,6,12,8,11,6,6,12,6.0,28.5,9.0,0.6953848158497049,528,7.669315755320281e-06,0.14606856908531765,0.003417225996016557,0.016453113109737304
477,samples/sample_000477.npz,rectangular_body_000477,5,19,43,52,6,10,14,9,4,6,10,12.0,47.5,8.0,0.8602604637656712,504,7.333547658784064e-06,0.12789589555747585,0.004209295293997968,0.017413489549474897
750,samples/sample_000750.npz,rectangular_body_000750,25,32,36,46,4,9,7,10,5,4,9,28.5,41.0,6.5,0.8242162536378241,350,8.87203735925438e-06,0.16202575910186523,0.0029258582098760193,0.015509758187424305
315,samples/sample_000315.npz,rectangular_body_000315,26,39,5,11,2,5,13,6,3,2,5,32.5,8.0,3.5,0.5076134627199622,234,1.210263779473852e-06,0.09841717138112348,0.0013469002012046279,0.00802273583146092
160,samples/sample_000160.npz,rectangular_body_000160,52,61,3,14,11,19,9,11,8,11,19,56.5,8.5,15.0,0.7573353552880362,792,1.289329234230205e-05,0.18537999602491834,0.005187029973503188,0.02216367126696441
966,samples/sample_000966.npz,rectangular_body_000966,25,35,27,41,4,12,10,14,8,4,12,30.0,34.0,8.0,0.9201610442955819,1120,5.630795810999079e-05,0.2857932357454736,0.010337767838773873,0.0402797343276352
694,samples/sample_000694.npz,rectangular_body_000694,43,51,11,25,15,17,8,14,2,15,17,47.0,18.0,16.0,0.8867452844329518,224,8.021095135988022e-06,0.05280718564626286,0.001876915714577843,0.006777923722226643
960,samples/sample_000960.npz,rectangular_body_000960,5,18,17,32,12,14,13,15,2,12,14,11.5,24.5,13.0,0.5205721800609728,390,6.763092847728035e-06,0.036172259645570165,0.0019171929436522812,0.006149331725490135
794,samples/sample_000794.npz,rectangular_body_000794,49,58,41,54,10,13,9,13,3,10,13,53.5,47.5,11.5,0.7164767838166379,351,5.7094750089838916e-06,0.07220168595902204,0.002372933976829995,0.009472650164927756
968,samples/sample_000968.npz,rectangular_body_000968,10,25,21,30,7,15,15,9,8,7,15,17.5,25.5,11.0,0.2219280994774958,1080,8.81185912783806e-06,0.06122915910096037,0.0023292596006846775,0.008646804714805827
692,samples/sample_000692.npz,rectangular_body_000692,20,35,48,56,6,9,15,8,3,6,9,27.5,52.0,7.5,0.443020092264929,360,3.4614923355199843e-06,0.049622769742811754,0.001568438636101449,0.006578656580034374
40,samples/sample_000040.npz,rectangular_body_000040,29,40,32,48,9,12,11,16,3,9,12,34.5,40.0,10.5,0.6522510296859483,528,1.8356494357788258e-05,0.06990829304840948,0.0033741287532947275,0.01136127140831104
209,samples/sample_000209.npz,rectangular_body_000209,7,14,15,30,5,11,7,15,6,5,11,10.5,22.5,8.0,0.6586920021247377,630,7.882808421046262e-06,0.14448285545502865,0.004051807442109938,0.01771868789577469
883,samples/sample_000883.npz,rectangular_body_000883,17,25,22,38,2,10,8,16,8,2,10,21.0,30.0,6.0,0.831446686643954,1024,2.365242630283358e-05,0.32102559682101484,0.008990209524645163,0.03854953959645781
937,samples/sample_000937.npz,rectangular_body_000937,42,49,44,49,8,13,7,5,5,8,13,45.5,46.5,10.5,0.7449614360689776,175,3.599432240231782e-06,0.10710345933386309,0.0012651921478497728,0.007412404633184679
467,samples/sample_000467.npz,rectangular_body_000467,47,59,32,40,3,8,12,8,5,3,8,53.0,36.0,5.5,0.766185004648491,480,5.850923486745761e-06,0.17238427597970746,0.003773819491595033,0.018656178631995018
721,samples/sample_000721.npz,rectangular_body_000721,45,55,47,55,9,14,10,8,5,9,14,50.0,51.0,11.5,0.6377382717180937,400,5.806652058579208e-06,0.1021058439441008,0.002421896306080195,0.010990231094324754
52,samples/sample_000052.npz,rectangular_body_000052,10,16,16,28,14,16,6,12,2,14,16,13.0,22.0,15.0,0.8023777904824065,144,4.300686418460032e-06,0.0440881293370736,0.0010916276781737437,0.004579530403896624
806,samples/sample_000806.npz,rectangular_body_000806,27,31,25,36,7,9,4,11,2,7,9,29.0,30.5,8.0,0.6096422455765143,88,2.823166454809483e-06,0.03792496699664481,0.0005333616309919051,0.0030114983888444415
970,samples/sample_000970.npz,rectangular_body_000970,13,28,29,37,5,8,15,8,3,5,8,20.5,33.0,6.5,0.7469486838616419,360,8.205328771310827e-06,0.08845308043965983,0.0027076229276643445,0.011522764267131296
695,samples/sample_000695.npz,rectangular_body_000695,22,33,31,40,15,22,11,9,7,15,22,27.5,35.5,18.5,0.7077526270231702,693,4.9746350976828575e-05,0.1400290389758393,0.004691512554907336,0.016662065399288398
334,samples/sample_000334.npz,rectangular_body_000334,3,15,9,20,10,16,12,11,6,10,16,9.0,14.5,13.0,0.3734141190778164,792,6.825176411685531e-06,0.07457852241229092,0.002712950078995591,0.010382677235854619
669,samples/sample_000669.npz,rectangular_body_000669,25,33,7,19,3,9,8,12,6,3,9,29.0,13.0,6.0,0.3501105332433234,576,3.870407571116977e-06,0.09116201275473301,0.002061487288002547,0.009986245249866372
904,samples/sample_000904.npz,rectangular_body_000904,29,43,38,54,8,15,14,16,7,8,15,36.0,46.0,11.5,0.21656058388513985,1568,1.452187905328123e-05,0.054682560871805584,0.0032943191229309215,0.01002291564912552
345,samples/sample_000345.npz,rectangular_body_000345,8,22,9,13,15,21,14,4,6,15,21,15.0,11.0,18.0,0.5097485768641463,336,5.82178787267905e-06,0.06363630700597357,0.0015617484546065217,0.0063538741803557735
795,samples/sample_000795.npz,rectangular_body_000795,40,56,49,62,2,10,16,13,8,2,10,48.0,55.5,6.0,0.7681634194362383,1664,1.4647244518941708e-05,0.3052963595212551,0.01303041999235274,0.04750860025419077
330,samples/sample_000330.npz,rectangular_body_000330,27,39,3,13,14,21,12,10,7,14,21,33.0,8.0,17.5,0.305371344946018,840,1.1671078854431486e-05,0.06391517466629609,0.002303019780769331,0.008423398851250456
936,samples/sample_000936.npz,rectangular_body_000936,48,57,36,47,7,11,9,11,4,7,11,52.5,41.5,9.0,0.908694497549394,396,7.91261434211271e-06,0.12859706836166196,0.0034846782516504554,0.015440085702046982
146,samples/sample_000146.npz,rectangular_body_000146,3,14,39,52,7,10,11,13,3,7,10,8.5,45.5,8.5,0.6663966720060721,429,4.83000482442193e-06,0.07398240836515574,0.0027195523381353167,0.010819002680966576
501,samples/sample_000501.npz,rectangular_body_000501,47,52,45,54,12,18,5,9,6,12,18,49.5,49.5,15.0,0.6253856070991004,270,5.263355611041575e-06,0.09414161490933991,0.001584895866465309,0.007656602080614284
130,samples/sample_000130.npz,rectangular_body_000130,22,30,7,19,9,16,8,12,7,9,16,26.0,13.0,12.5,0.5191532330755264,672,1.2289339678030533e-05,0.11579342069026599,0.003333019675257029,0.013721544830672491
849,samples/sample_000849.npz,rectangular_body_000849,4,18,19,32,11,16,14,13,5,11,16,11.0,25.5,13.5,0.6497918233281481,910,2.0618327612945973e-05,0.11124908441892828,0.005547954584580806,0.018235127870043933
816,samples/sample_000816.npz,rectangular_body_000816,31,47,6,19,4,8,16,13,4,4,8,39.0,12.5,6.0,0.5395951384955013,832,7.593294628594957e-06,0.09300458365519347,0.004523828159489516,0.01583563745706614
732,samples/sample_000732.npz,rectangular_body_000732,8,12,42,56,6,10,4,14,4,6,10,10.0,49.0,8.0,0.6181349560285376,224,2.097828364063644e-06,0.07813810993914451,0.0013377155598762278,0.0070650234694791215
66,samples/sample_000066.npz,rectangular_body_000066,38,53,3,10,4,7,15,7,3,4,7,45.5,6.5,5.5,0.4180529396309754,315,1.3858432313112646e-06,0.05350803285954193,0.0013045110534301528,0.006249586605331155
235,samples/sample_000235.npz,rectangular_body_000235,7,19,35,50,6,13,12,15,7,6,13,13.0,42.5,9.5,0.7500763029041742,1260,2.2575246658012418e-05,0.19413636090136366,0.009159195838784643,0.03188307051034871
436,samples/sample_000436.npz,rectangular_body_000436,35,50,24,33,15,19,15,9,4,15,19,42.5,28.5,17.0,0.3126353765488687,540,1.2307489408010716e-05,0.03801190976165406,0.001614224358455839,0.005315481079347649
712,samples/sample_000712.npz,rectangular_body_000712,33,40,47,55,5,13,7,8,8,5,13,36.5,51.0,9.0,0.5373812791912248,448,6.429939487976433e-06,0.14529697517897702,0.0023562205857444013,0.012713891351664777
855,samples/sample_000855.npz,rectangular_body_000855,37,51,33,38,3,8,14,5,5,3,8,44.0,35.5,5.5,0.49864983192062406,350,4.080412000320549e-06,0.10776230667368075,0.001814306411850679,0.00975999377975469
578,samples/sample_000578.npz,rectangular_body_000578,46,61,35,42,14,17,15,7,3,14,17,53.5,38.5,15.5,0.9498295960006204,315,1.168923502691967e-05,0.08354145565634946,0.0027606002021548963,0.010414142381225363
304,samples/sample_000304.npz,rectangular_body_000304,7,18,35,42,14,16,11,7,2,14,16,12.5,38.5,15.0,0.49187479679751434,154,3.07010122844027e-06,0.028317891453843638,0.0007143209529655395,0.0029857207527687873
861,samples/sample_000861.npz,rectangular_body_000861,16,20,17,32,4,6,4,15,2,4,6,18.0,24.5,5.0,0.8105009507743453,120,1.673671897638623e-06,0.0674520750029341,0.0010086146923010183,0.005715186695544306
613,samples/sample_000613.npz,rectangular_body_000613,27,37,31,38,7,11,10,7,4,7,11,32.0,34.5,9.0,0.9292675186676127,280,1.6753787263953162e-05,0.12601974943792765,0.002573786765051285,0.012567631164256295
513,samples/sample_000513.npz,rectangular_body_000513,13,18,34,42,14,17,5,8,3,14,17,15.5,38.0,15.5,0.8253846157307698,120,4.6891228177415034e-06,0.05949024973460204,0.0009434377354894529,0.00457144108156378
820,samples/sample_000820.npz,rectangular_body_000820,39,43,20,25,6,12,4,5,6,6,12,41.0,22.5,9.0,0.20554319402380408,120,8.179923859914362e-07,0.033916890411985506,0.00024335304571344095,0.0017443489780259887
140,samples/sample_000140.npz,rectangular_body_000140,16,22,27,43,15,17,6,16,2,15,17,19.0,35.0,16.0,0.5818549545580736,192,6.958821675228114e-06,0.03184986913126574,0.0010693458692265202,0.003870356693365279
736,samples/sample_000736.npz,rectangular_body_000736,6,19,38,53,11,16,13,15,5,11,16,12.5,45.5,13.5,0.48824554328422476,975,1.4341698834178853e-05,0.08419311907537949,0.004483018462045142,0.014290236494175063
629,samples/sample_000629.npz,rectangular_body_000629,18,25,2,15,9,11,7,13,2,9,11,21.5,8.5,10.0,0.6220451831853288,182,2.416972287579577e-06,0.04151892686038955,0.0010601609798488792,0.004791752479797126
773,samples/sample_000773.npz,rectangular_body_000773,40,47,31,44,14,18,7,13,4,14,18,43.5,37.5,16.0,0.3024024095513668,364,6.700136887668415e-06,0.03459401829123834,0.0010549964313610867,0.003989104726240727
204,samples/sample_000204.npz,rectangular_body_000204,42,48,20,36,15,21,6,16,6,15,21,45.0,28.0,18.0,0.6054736964358632,576,2.3571701447619995e-05,0.0942968440531236,0.0033142936288278213,0.011532827208108323
880,samples/sample_000880.npz,rectangular_body_000880,17,28,6,21,11,18,11,15,7,11,18,22.5,13.5,14.5,0.5630450748041451,1155,2.446214239587632e-05,0.13070782819483517,0.006141362883986239,0.020310384487361003
959,samples/sample_000959.npz,rectangular_body_000959,39,54,37,53,15,23,15,16,8,15,23,46.5,45.0,19.0,0.684178240371618,1920,6.654348480058874e-05,0.1787010204544562,0.012262716447728472,0.03303173566943872
460,samples/sample_000460.npz,rectangular_body_000460,38,51,23,38,11,13,13,15,2,11,13,44.5,30.5,12.0,0.24594474373964925,390,4.9156373853667165e-06,0.017361408791426978,0.0009311061535654662,0.002957614102933224
105,samples/sample_000105.npz,rectangular_body_000105,16,29,30,43,5,8,13,13,3,5,8,22.5,36.5,6.5,0.3438520567611396,507,5.119345080030141e-06,0.04200553127911688,0.0017568084389555962,0.006561224804882659
203,samples/sample_000203.npz,rectangular_body_000203,25,37,22,35,7,15,12,13,8,7,15,31.0,28.5,11.0,0.9314094672290456,1248,8.394381079871988e-05,0.26354538289182416,0.011403326518116185,0.04007090249285252
270,samples/sample_000270.npz,rectangular_body_000270,10,19,40,47,14,19,9,7,5,14,19,14.5,43.5,16.5,0.7094088346244332,315,9.190517090014174e-06,0.09499087885310097,0.002104097576852866,0.009034805465665714
298,samples/sample_000298.npz,rectangular_body_000298,27,40,15,19,8,14,13,4,6,8,14,33.5,17.0,11.0,0.6681809483288637,312,8.668918142549516e-06,0.10918584275587942,0.002028766891647346,0.009803215842082142
1,samples/sample_000001.npz,rectangular_body_000001,46,53,36,45,7,12,7,9,5,7,12,49.5,40.5,9.5,0.5125959519207172,315,4.2774574763232875e-06,0.08479579975091124,0.0015733210278995858,0.00798214747490905
805,samples/sample_000805.npz,rectangular_body_000805,45,59,33,42,15,22,14,9,7,15,22,52.0,37.5,18.5,0.7275265101791379,882,3.235152144592359e-05,0.14901559121133565,0.005921269724724762,0.020144352417973237
740,samples/sample_000740.npz,rectangular_body_000740,20,30,17,24,6,12,10,7,6,6,12,25.0,20.5,9.0,0.916980882447175,420,1.2786145419970156e-05,0.18780501029206503,0.0037970012289891865,0.018666727725947668
272,samples/sample_000272.npz,rectangular_body_000272,19,28,19,28,7,15,9,9,8,7,15,23.5,23.5,11.0,0.3785920907283837,648,1.048699667686847e-05,0.09967988937245588,0.0023980559786532505,0.01071645900155397
493,samples/sample_000493.npz,rectangular_body_000493,30,46,2,11,15,19,16,9,4,15,19,38.0,6.5,17.0,0.539508916805949,576,1.1510496901866093e-05,0.0659583549867036,0.0027243990123614467,0.00956341027336719
913,samples/sample_000913.npz,rectangular_body_000913,10,25,16,26,12,17,15,10,5,12,17,17.5,21.0,14.5,0.9801120088922544,750,3.0407735407759255e-05,0.15950736259020942,0.007015791582577212,0.023653660450427175
992,samples/sample_000992.npz,rectangular_body_000992,39,46,11,24,2,10,7,13,8,2,10,42.5,17.5,6.0,0.6094851097787979,728,8.048641541984174e-06,0.23203103162437966,0.004664174966127525,0.023170629898358303
897,samples/sample_000897.npz,rectangular_body_000897,7,22,45,55,14,19,15,10,5,14,19,14.5,50.0,16.5,0.4951626292318766,750,1.2607692867406093e-05,0.07765988293670156,0.0034393276641390405,0.01148933562083481
543,samples/sample_000543.npz,rectangular_body_000543,4,20,5,14,16,21,16,9,5,16,21,12.0,9.5,18.5,0.36409367480358057,720,8.074822540291129e-06,0.054039932417204437,0.0023075531191363765,0.007850715805691954
789,samples/sample_000789.npz,rectangular_body_000789,23,32,37,48,12,16,9,11,4,12,16,27.5,42.5,14.0,0.5656464877128407,396,1.2952199819002853e-05,0.07072610946618249,0.002164162108627875,0.008434883084934876
387,samples/sample_000387.npz,rectangular_body_000387,44,53,20,24,6,14,9,4,8,6,14,48.5,22.0,10.0,0.6281035382871898,288,4.9822042415024845e-06,0.14151482827398956,0.0017621733536378871,0.010195818727478578
250,samples/sample_000250.npz,rectangular_body_000250,17,22,47,57,4,6,5,10,2,4,6,19.5,52.0,5.0,0.27292052000803413,100,3.2399839981723005e-07,0.02339902421492331,0.00028038182598063514,0.0017868082968787841
967,samples/sample_000967.npz,rectangular_body_000967,29,40,34,47,16,22,11,13,6,16,22,34.5,40.5,19.0,0.25938833192273497,858,2.0383738286579554e-05,0.04682500474917268,0.0021196638795848194,0.00668136046124353
749,samples/sample_000749.npz,rectangular_body_000749,7,15,14,21,13,21,8,7,8,13,21,11.0,17.5,17.0,0.7338402756415843,448,1.132226962970391e-05,0.15068380467726172,0.003031488563605236,0.013586678473023226
768,samples/sample_000768.npz,rectangular_body_000768,6,18,45,52,11,17,12,7,6,11,17,12.0,48.5,14.0,0.39643754851002133,504,5.577140652861068e-06,0.07098137674608343,0.001868092708016679,0.007850739913870614
475,samples/sample_000475.npz,rectangular_body_000475,31,35,36,41,4,11,4,5,7,4,11,33.0,38.5,7.5,0.5716542306861375,140,3.4249371227738144e-06,0.12660090830039333,0.0008053886180667132,0.0062220553225956765
751,samples/sample_000751.npz,rectangular_body_000751,12,27,32,38,4,6,15,6,2,4,6,19.5,35.0,5.0,0.6287837055814998,180,2.4231229801411077e-06,0.05531124145641723,0.0011751878018588383,0.0058346089081966175
783,samples/sample_000783.npz,rectangular_body_000783,15,31,27,37,10,17,16,10,7,10,17,23.0,32.0,13.5,0.29183923663434536,1120,2.326212163129921e-05,0.06808729646317951,0.003167574059885336,0.010464690136955675
657,samples/sample_000657.npz,rectangular_body_000657,26,42,34,48,4,7,16,14,3,4,7,34.0,41.0,5.5,0.20415349760142984,672,3.896405557425993e-06,0.027310711496137695,0.0014111124030841379,0.004771400110657022
551,samples/sample_000551.npz,rectangular_body_000551,56,62,32,39,15,21,6,7,6,15,21,59.0,35.5,18.0,0.7551066160132327,252,7.424994703038944e-06,0.10274491107546055,0.0016143181730743522,0.008142591675475042
230,samples/sample_000230.npz,rectangular_body_000230,29,40,46,51,12,20,11,5,8,12,20,34.5,48.5,16.0,0.9892650556466507,440,2.3624030129342627e-05,0.19723602480157565,0.004142142851582876,0.017974715364347412
424,samples/sample_000424.npz,rectangular_body_000424,33,45,31,45,16,19,12,14,3,16,19,39.0,38.0,17.5,0.7866528553092669,504,3.129796697371682e-05,0.07470828445773217,0.0037930734902718705,0.011604088242351743
507,samples/sample_000507.npz,rectangular_body_000507,27,40,27,35,8,16,13,8,8,8,16,33.5,31.0,12.0,0.33239658872140276,832,2.3661473054705792e-05,0.0865419655174205,0.0027035832865878696,0.010684404826946445
545,samples/sample_000545.npz,rectangular_body_000545,33,38,23,32,6,9,5,9,3,6,9,35.5,27.5,7.5,0.5017896004809055,135,2.877369818085415e-06,0.051175920470781615,0.0006762869895197651,0.003980106386671032
549,samples/sample_000549.npz,rectangular_body_000549,9,22,47,59,16,23,13,12,7,16,23,15.5,53.0,19.5,0.6770994582526503,1092,2.768447810481202e-05,0.14356508465913706,0.00665410579403065,0.02148785031704284
119,samples/sample_000119.npz,rectangular_body_000119,6,12,27,37,7,15,6,10,8,7,15,9.0,32.0,11.0,0.5049575505079639,480,7.478006528236919e-06,0.12409349792523816,0.002301884846825412,0.011539756247813452
718,samples/sample_000718.npz,rectangular_body_000718,25,34,32,39,5,10,9,7,5,5,10,29.5,35.5,7.5,0.9392299566771183,315,1.3719242872526654e-05,0.17038976311063259,0.002962667580219991,0.015767685486807802
132,samples/sample_000132.npz,rectangular_body_000132,48,58,44,59,15,17,10,15,2,15,17,53.0,51.5,16.0,0.9166968828826836,300,7.799461685767537e-06,0.05802769489328607,0.0024972272542913925,0.008601016858331641
931,samples/sample_000931.npz,rectangular_body_000931,4,10,19,27,11,15,6,8,4,11,15,7.0,23.0,13.0,0.7562544920287844,192,3.902314408844736e-06,0.08378375653944471,0.0013325742649244183,0.006969154452690295
470,samples/sample_000470.npz,rectangular_body_000470,32,37,7,18,3,10,5,11,7,3,10,34.5,12.5,6.5,0.7072032847103074,385,5.575994885638644e-06,0.19708177628069348,0.0027610284693398357,0.016034869455474415
335,samples/sample_000335.npz,rectangular_body_000335,34,42,31,40,16,20,8,9,4,16,20,38.0,35.5,18.0,0.8195652619424556,288,2.1755548750117386e-05,0.08701328931044544,0.0022601540967920972,0.008874790742900986
686,samples/sample_000686.npz,rectangular_body_000686,28,41,31,39,13,15,13,8,2,13,15,34.5,35.0,14.0,0.5950981252348511,208,1.071524136834912e-05,0.03684208037250446,0.001201199077275478,0.004541198522896413
347,samples/sample_000347.npz,rectangular_body_000347,23,31,20,32,12,19,8,12,7,12,19,27.0,26.0,15.5,0.9165663628258727,672,4.6468071199347846e-05,0.19017892223666755,0.00593982198528559,0.02248497781392599
281,samples/sample_000281.npz,rectangular_body_000281,52,62,21,31,7,10,10,10,3,7,10,57.0,26.0,8.5,0.7466618430629406,300,4.3461147138641745e-06,0.08041772442394553,0.002108498448753585,0.009729319681939316
413,samples/sample_000413.npz,rectangular_body_000413,51,60,28,42,9,14,9,14,5,9,14,55.5,35.0,11.5,0.8990083770992705,630,1.6698269011128828e-05,0.15191381599082038,0.0053162943172080515,0.020738170554080927
231,samples/sample_000231.npz,rectangular_body_000231,5,12,5,18,11,19,7,13,8,11,19,8.5,11.5,15.0,0.5114082867809959,728,8.930248166419776e-06,0.12014531945591625,0.003342145858313329,0.01389046094397582
903,samples/sample_000903.npz,rectangular_body_000903,23,32,7,23,13,17,9,16,4,13,17,27.5,15.0,15.0,0.4196551002453636,576,1.1577944226667841e-05,0.05334168895846658,0.0022951917334202727,0.007749069475351654
760,samples/sample_000760.npz,rectangular_body_000760,4,18,15,21,15,20,14,6,5,15,20,11.0,18.0,17.5,0.33724461685653195,420,5.119360134719224e-06,0.043844847525636665,0.0012936096954913896,0.004994093671247725
814,samples/sample_000814.npz,rectangular_body_000814,35,39,32,47,4,9,4,15,5,4,9,37.0,39.5,6.5,0.3585183930159592,300,3.3507771916753666e-06,0.06482329144913856,0.0010909705431299426,0.005777985957878079
242,samples/sample_000242.npz,rectangular_body_000242,41,52,14,28,7,12,11,14,5,7,12,46.5,21.0,9.5,0.21822690116421928,770,4.628790877610031e-06,0.03962501941348671,0.001640722171068826,0.006012171705105322
627,samples/sample_000627.npz,rectangular_body_000627,20,33,7,21,11,18,13,14,7,11,18,26.5,14.0,14.5,0.6250443963162207,1274,3.43604434345731e-05,0.14747617580236122,0.007556603337720021,0.02407219346604223
673,samples/sample_000673.npz,rectangular_body_000673,22,35,18,25,7,10,13,7,3,7,10,28.5,21.5,8.5,0.8073328876283863,273,8.18540618238715e-06,0.08492971341549793,0.0021785320257476167,0.009755928417982764
533,samples/sample_000533.npz,rectangular_body_000533,32,43,33,48,13,17,11,15,4,13,17,37.5,40.5,15.0,0.7074398447219277,660,3.049343842335467e-05,0.09299408927907488,0.004499235604816806,0.014398388672665274
962,samples/sample_000962.npz,rectangular_body_000962,32,48,33,44,7,10,16,11,3,7,10,40.0,38.5,8.5,0.5855065272662064,528,1.1543453104834985e-05,0.06570648122459932,0.003055817699635335,0.010698823947762306
239,samples/sample_000239.npz,rectangular_body_000239,18,24,41,55,2,5,6,14,3,2,5,21.0,48.0,3.5,0.2558702969888061,252,6.723492956060288e-07,0.04964130736443387,0.0007393281199166244,0.00420666138627471
415,samples/sample_000415.npz,rectangular_body_000415,6,16,13,21,12,20,10,8,8,12,20,11.0,17.0,16.0,0.439146502862248,640,9.017423366603126e-06,0.10020126354508936,0.002597804593003197,0.010799696298772171
884,samples/sample_000884.npz,rectangular_body_000884,35,44,25,36,12,15,9,11,3,12,15,39.5,30.5,13.5,0.8309609271591929,297,1.7502612322149612e-05,0.07879095985315093,0.002395273757893373,0.009401581454309105
754,samples/sample_000754.npz,rectangular_body_000754,19,34,13,21,11,18,15,8,7,11,18,26.5,17.0,14.5,0.5996963368042991,840,2.4285575176136207e-05,0.13019997460380328,0.004827686921899302,0.01733192425536493
308,samples/sample_000308.npz,rectangular_body_000308,49,61,13,24,3,7,12,11,4,3,7,55.0,18.5,5.0,0.799933393504016,528,4.433471661526824e-06,0.15317358819842505,0.004336837127310502,0.019360114149997363
530,samples/sample_000530.npz,rectangular_body_000530,35,42,45,50,14,21,7,5,7,14,21,38.5,47.5,17.5,0.7778351902664096,245,1.0382399477981795e-05,0.11828574129150796,0.0018054593522984705,0.008586882631145164
832,samples/sample_000832.npz,rectangular_body_000832,14,19,34,38,9,13,5,4,4,9,13,16.5,36.0,11.0,0.20206290796128867,80,6.078605604980401e-07,0.01952843836468378,0.0001571209797675587,0.0010372001507253591
920,samples/sample_000920.npz,rectangular_body_000920,31,46,37,51,10,17,15,14,7,10,17,38.5,44.0,13.5,0.8124476281943622,1470,5.920691721230567e-05,0.19775012198159678,0.011521601082647746,0.034803366747159066
879,samples/sample_000879.npz,rectangular_body_000879,26,40,19,34,2,4,14,15,2,2,4,33.0,26.5,3.0,0.8811692009680876,420,7.483244734368233e-06,0.13243527353009554,0.004444146227204768,0.017309884260486224
662,samples/sample_000662.npz,rectangular_body_000662,49,60,4,10,2,7,11,6,5,2,7,54.5,7.0,4.5,0.24603727046787444,330,5.697538422096623e-07,0.06678490408513965,0.0008568933922329561,0.005322203638446894
878,samples/sample_000878.npz,rectangular_body_000878,49,57,57,62,2,8,8,5,6,2,8,53.0,59.5,5.0,0.36062493602872386,240,6.460467100932484e-07,0.10800880857996185,0.0008801956654350409,0.006658530942477924
326,samples/sample_000326.npz,rectangular_body_000326,45,58,27,31,16,18,13,4,2,16,18,51.5,29.0,17.0,0.9485290495058767,104,4.994624362645014e-06,0.04061444363330301,0.0009214872694872731,0.0038548287251832674
584,samples/sample_000584.npz,rectangular_body_000584,8,12,12,16,10,14,4,4,4,10,14,10.0,14.0,12.0,0.44624603982937283,64,6.15326465925331e-07,0.03741819868166647,0.0002680765306850402,0.0018429353525951132
190,samples/sample_000190.npz,rectangular_body_000190,30,35,16,29,2,7,5,13,5,2,7,32.5,22.5,4.5,0.3040902232422423,325,2.3833812124610955e-06,0.08180404569314378,0.0010845067264826716,0.006422059989856184
681,samples/sample_000681.npz,rectangular_body_000681,46,61,2,10,2,8,15,8,6,2,8,53.5,6.0,5.0,0.476006886510213,720,2.6504203265329475e-06,0.1499640867784205,0.0035090955236332247,0.016890141827439895
663,samples/sample_000663.npz,rectangular_body_000663,23,33,24,31,16,19,10,7,3,16,19,28.0,27.5,17.5,0.5427535896836335,210,1.068205892876991e-05,0.043103234146952205,0.0010936455562713596,0.004344248225131925
417,samples/sample_000417.npz,rectangular_body_000417,30,45,30,37,11,16,15,7,5,11,16,37.5,33.5,13.5,0.21134271803286275,525,8.692333702172907e-06,0.03253195768057897,0.0010776328078444767,0.004045314090706021
852,samples/sample_000852.npz,rectangular_body_000852,43,52,4,8,10,16,9,4,6,10,16,47.5,6.0,13.0,0.4484542584088386,216,2.133740520928776e-06,0.06531498996261914,0.0008740704804624611,0.004872809488464009
597,samples/sample_000597.npz,rectangular_body_000597,5,9,5,11,12,18,4,6,6,12,18,7.0,8.0,15.0,0.41162237939580515,144,1.2346414611283132e-06,0.05050524351515526,0.0005168204398614563,0.0031228944166909827
112,samples/sample_000112.npz,rectangular_body_000112,4,17,23,28,15,20,13,5,5,15,20,10.5,25.5,17.5,0.5648137652792543,325,8.031259764204734e-06,0.06807187695630156,0.0016840702901101717,0.00686401804999935
800,samples/sample_000800.npz,rectangular_body_000800,36,49,22,34,4,7,13,12,3,4,7,42.5,28.0,5.5,0.2456081229247923,468,2.821513712075417e-06,0.03242773496893732,0.0011815299412859586,0.00469160645931658
174,samples/sample_000174.npz,rectangular_body_000174,34,42,41,55,7,12,8,14,5,7,12,38.0,48.0,9.5,0.6783989948872378,560,1.1610610691828752e-05,0.11809593304314159,0.003709107985557322,0.015201414311922458
111,samples/sample_000111.npz,rectangular_body_000111,33,37,21,29,8,16,4,8,8,8,16,35.0,25.0,12.0,0.753745409757403,256,1.1704359802959804e-05,0.1512171480985721,0.0018838765741543432,0.010464818063664557
176,samples/sample_000176.npz,rectangular_body_000176,13,29,32,39,9,13,16,7,4,9,13,21.0,35.5,11.0,0.6528667617770079,448,1.3744785498254476e-05,0.08581656955857171,0.002853900233527404,0.011059912930594966
729,samples/sample_000729.npz,rectangular_body_000729,13,24,37,42,12,14,11,5,2,12,14,18.5,39.5,13.0,0.8498630603219948,110,4.0187073534141306e-06,0.04674019051249941,0.000902282177906399,0.004197985944283991
6,samples/sample_000006.npz,rectangular_body_000006,24,34,23,36,8,13,10,13,5,8,13,29.0,29.5,10.5,0.657265292946634,650,2.816028808298096e-05,0.11457324460473763,0.0041959277036720125,0.015893362058536493
468,samples/sample_000468.npz,rectangular_body_000468,19,24,24,36,12,20,5,12,8,12,20,21.5,30.0,16.0,0.8096885987257403,480,2.7763392411084446e-05,0.16280157118132532,0.0037339092547222573,0.015565124630714583
