sample_index,sample_id,relative_path,x_start,x_end,y_start,y_end,z_start,z_end,width_x,width_y,thickness_z,top_depth_m,bottom_depth_m,width_x_m,width_y_m,thickness_z_m,center_x_m,center_y_m,center_depth_m,density_contrast,gravity_minimum_mgal,gravity_maximum_mgal,gravity_mean_mgal,gravity_std_mgal
914,sample_000914,samples/sample_000914.npz,16,27,20,34,7,9,11,14,2,70.0,90.0,110.0,140.0,20.0,210.0,265.0,80.0,0.3902534153593651,0.00020537656382657588,0.07987247407436371,0.00625027297064662,0.012224210426211357
915,sample_000915,samples/sample_000915.npz,11,24,13,25,8,14,13,12,6,80.0,140.0,130.0,120.0,60.0,170.0,185.0,110.0,0.5256862449745667,0.0008025455754250288,0.21533577144145966,0.022839251905679703,0.03688781335949898
916,sample_000916,samples/sample_000916.npz,21,26,13,17,5,8,5,4,3,50.0,80.0,50.0,40.0,30.0,230.0,145.0,65.0,0.5847888789024132,3.5905439290218055e-05,0.051257483661174774,0.0018710063304752111,0.005144766066223383
917,sample_000917,samples/sample_000917.npz,27,38,16,31,8,13,11,15,5,80.0,130.0,110.0,150.0,50.0,320.0,230.0,105.0,0.7989226403710872,0.001782089937478304,0.298371285200119,0.03219679743051529,0.0507056787610054
918,sample_000918,samples/sample_000918.npz,38,42,19,26,5,11,4,7,6,50.0,110.0,40.0,70.0,60.0,395.0,220.0,80.0,0.20835932236038293,5.583593519986607e-05,0.0361715704202652,0.0018222761573269963,0.0041403393261134624
919,sample_000919,samples/sample_000919.npz,38,43,40,46,8,14,5,6,6,80.0,140.0,50.0,60.0,60.0,400.0,425.0,110.0,0.8502090215597908,0.00031052931444719434,0.08460240811109543,0.007297733332961798,0.012361731380224228
920,sample_000920,samples/sample_000920.npz,29,44,34,48,5,12,15,14,7,50.0,120.0,150.0,140.0,70.0,360.0,405.0,85.0,0.8124476281943622,0.00230860966257751,0.6941759586334229,0.06144315376877785,0.11331529170274734
921,sample_000921,samples/sample_000921.npz,30,46,25,35,6,11,16,10,5,60.0,110.0,160.0,100.0,50.0,375.0,295.0,85.0,0.5938519789169319,0.0011007391149178147,0.2907789349555969,0.024576595053076744,0.0455559603869915
922,sample_000922,samples/sample_000922.npz,30,46,10,14,5,11,16,4,6,50.0,110.0,160.0,40.0,60.0,375.0,115.0,80.0,0.21714173293470315,0.00010155164636671543,0.06440523266792297,0.004204289522022009,0.009014603681862354
923,sample_000923,samples/sample_000923.npz,27,32,40,53,8,11,5,13,3,80.0,110.0,50.0,130.0,30.0,290.0,460.0,95.0,0.409582839053503,0.00015037573757581413,0.04776713624596596,0.003948152530938387,0.007195841986685991
924,sample_000924,samples/sample_000924.npz,22,30,28,32,4,7,8,4,3,40.0,70.0,80.0,40.0,30.0,255.0,295.0,55.0,0.85843206219658,0.00012404605513438582,0.14508236944675446,0.0046142772771418095,0.013863337226212025
925,sample_000925,samples/sample_000925.npz,16,24,39,50,4,7,8,11,3,40.0,70.0,80.0,110.0,30.0,195.0,440.0,55.0,0.604486334258421,0.00014472391922026873,0.21189874410629272,0.008796492591500282,0.024640550836920738
926,sample_000926,samples/sample_000926.npz,16,30,10,21,5,9,14,11,4,50.0,90.0,140.0,110.0,40.0,225.0,150.0,70.0,0.5054183348891013,0.0003460284788161516,0.24924154579639435,0.016333458945155144,0.03630775213241577
927,sample_000927,samples/sample_000927.npz,29,34,39,48,6,9,5,9,3,60.0,90.0,50.0,90.0,30.0,310.0,430.0,75.0,0.7263964545243506,0.00017185753677040339,0.09664016216993332,0.005176740698516369,0.01181278470903635
928,sample_000928,samples/sample_000928.npz,28,33,44,56,4,10,5,12,6,40.0,100.0,50.0,120.0,60.0,300.0,495.0,70.0,0.4935792532811751,0.00022675088257528841,0.1907384991645813,0.00933194812387228,0.022975848987698555
929,sample_000929,samples/sample_000929.npz,49,56,20,31,7,14,7,11,7,70.0,140.0,70.0,110.0,70.0,520.0,250.0,105.0,0.7622384936955864,0.0006304493872448802,0.22536370158195496,0.019087249413132668,0.03439660742878914
930,sample_000930,samples/sample_000930.npz,23,38,19,34,4,7,15,15,3,40.0,70.0,150.0,150.0,30.0,300.0,260.0,55.0,0.44681484937779214,0.00047823277418501675,0.25480347871780396,0.016865286976099014,0.03954562544822693
931,sample_000931,samples/sample_000931.npz,10,16,21,29,6,10,6,8,4,60.0,100.0,60.0,80.0,40.0,125.0,245.0,80.0,0.7562544920287844,0.00017784028023015708,0.1328195333480835,0.007353173568844795,0.016551783308386803
932,sample_000932,samples/sample_000932.npz,39,46,28,35,7,15,7,7,8,70.0,150.0,70.0,70.0,80.0,420.0,310.0,110.0,0.5222350894513712,0.0005298866890370846,0.11392833292484283,0.009853056631982327,0.016588987782597542
933,sample_000933,samples/sample_000933.npz,33,38,18,27,6,14,5,9,8,60.0,140.0,50.0,90.0,80.0,350.0,220.0,100.0,0.4125926996193302,0.00033444532891735435,0.09900978952646255,0.0073554059490561485,0.013523725792765617
934,sample_000934,samples/sample_000934.npz,13,25,26,42,6,9,12,16,3,60.0,90.0,120.0,160.0,30.0,185.0,335.0,75.0,0.47705718295944505,0.0004424210055731237,0.1827363818883896,0.014424490742385387,0.02883888967335224
935,sample_000935,samples/sample_000935.npz,22,36,34,45,6,8,14,11,2,60.0,80.0,140.0,110.0,20.0,285.0,390.0,70.0,0.6464779450368596,0.0003518530575092882,0.15649551153182983,0.010695809498429298,0.022888995707035065
936,sample_000936,samples/sample_000936.npz,43,52,33,44,4,8,9,11,4,40.0,80.0,90.0,110.0,40.0,470.0,380.0,60.0,0.908694497549394,0.0003776179510168731,0.41722434759140015,0.019560450688004494,0.051253657788038254
937,sample_000937,samples/sample_000937.npz,39,46,41,46,5,10,7,5,5,50.0,100.0,70.0,50.0,50.0,420.0,430.0,75.0,0.7449614360689776,0.00017115421360358596,0.14304256439208984,0.006829745601862669,0.01630556397140026
938,sample_000938,samples/sample_000938.npz,14,26,12,27,3,9,12,15,6,30.0,90.0,120.0,150.0,60.0,195.0,190.0,60.0,0.6060286263389267,0.0006493926048278809,0.5946980118751526,0.035532981157302856,0.08625295758247375
939,sample_000939,samples/sample_000939.npz,17,30,15,29,2,5,13,14,3,20.0,50.0,130.0,140.0,30.0,230.0,215.0,35.0,0.5567362327179519,0.00021201568597462028,0.40733256936073303,0.017784912139177322,0.056067924946546555
940,sample_000940,samples/sample_000940.npz,31,39,14,20,6,14,8,6,8,60.0,140.0,80.0,60.0,80.0,345.0,165.0,100.0,0.80215126990303,0.0005848263390362263,0.20814542472362518,0.015024817548692226,0.02820044942200184
941,sample_000941,samples/sample_000941.npz,26,38,20,36,6,11,12,16,5,60.0,110.0,120.0,160.0,50.0,315.0,275.0,85.0,0.6132266000738589,0.0015690538566559553,0.3424284756183624,0.03050972707569599,0.05538852885365486
942,sample_000942,samples/sample_000942.npz,47,55,41,51,7,10,8,10,3,70.0,100.0,80.0,100.0,30.0,505.0,455.0,85.0,0.7353361859825305,0.00019306594913359731,0.1304256021976471,0.00867114681750536,0.01821940205991268
943,sample_000943,samples/sample_000943.npz,28,44,34,48,5,7,16,14,2,50.0,70.0,160.0,140.0,20.0,355.0,405.0,60.0,0.9611971023769339,0.000607167836278677,0.3362763524055481,0.023675836622714996,0.05275442823767662
944,sample_000944,samples/sample_000944.npz,35,47,9,22,2,6,12,13,4,20.0,60.0,120.0,130.0,40.0,405.0,150.0,40.0,0.836431647425957,0.0003346793237142265,0.7177855968475342,0.02987673506140709,0.09346350282430649
945,sample_000945,samples/sample_000945.npz,19,24,20,24,4,12,5,4,8,40.0,120.0,50.0,40.0,80.0,210.0,215.0,80.0,0.8919004693052588,0.00020755060540977865,0.1720786988735199,0.007399593014270067,0.01773432455956936
946,sample_000946,samples/sample_000946.npz,27,34,37,42,2,4,7,5,2,20.0,40.0,70.0,50.0,20.0,300.0,390.0,30.0,0.8937473575282957,4.9859212595038116e-05,0.243754580616951,0.003723639529198408,0.017807193100452423
947,sample_000947,samples/sample_000947.npz,29,40,14,29,8,16,11,15,8,80.0,160.0,110.0,150.0,80.0,340.0,210.0,120.0,0.9878608694437623,0.0034910556860268116,0.49895504117012024,0.06080758199095726,0.08786571025848389
948,sample_000948,samples/sample_000948.npz,51,55,29,36,5,8,4,7,3,50.0,80.0,40.0,70.0,30.0,525.0,320.0,65.0,0.25308457216550606,2.3224763936013915e-05,0.02924288623034954,0.0011205654591321945,0.0030648144893348217
949,sample_000949,samples/sample_000949.npz,17,32,20,24,4,6,15,4,2,40.0,60.0,150.0,40.0,20.0,240.0,215.0,50.0,0.6494763144469811,7.927514525363222e-05,0.11025607585906982,0.004389984533190727,0.012705091387033463
950,sample_000950,samples/sample_000950.npz,42,53,21,30,6,14,11,9,8,60.0,140.0,110.0,90.0,80.0,470.0,250.0,100.0,0.31857337168049615,0.00043222494423389435,0.14881694316864014,0.012224740348756313,0.02220214158296585
951,sample_000951,samples/sample_000951.npz,19,31,10,16,6,10,12,6,4,60.0,100.0,120.0,60.0,40.0,245.0,125.0,80.0,0.9802774650436217,0.0003463335451669991,0.22988182306289673,0.014288720674812794,0.030997175723314285
952,sample_000952,samples/sample_000952.npz,16,32,9,18,2,8,16,9,6,20.0,80.0,160.0,90.0,60.0,235.0,130.0,50.0,0.6474430164850574,0.0004306206537876278,0.6636301279067993,0.031002352014183998,0.08786404132843018
953,sample_000953,samples/sample_000953.npz,17,22,20,32,7,13,5,12,6,70.0,130.0,50.0,120.0,60.0,190.0,255.0,100.0,0.8934598116187342,0.0006134517025202513,0.18971507251262665,0.015760136768221855,0.028080452233552933
954,sample_000954,samples/sample_000954.npz,26,39,28,41,7,15,13,13,8,70.0,150.0,130.0,130.0,80.0,320.0,340.0,110.0,0.3597666653564333,0.0016925702802836895,0.21479760110378265,0.023635489866137505,0.036234352737665176
955,sample_000955,samples/sample_000955.npz,39,51,13,20,8,12,12,7,4,80.0,120.0,120.0,70.0,40.0,445.0,160.0,100.0,0.7508415264674235,0.00036474474472925067,0.1399867832660675,0.012045620009303093,0.02165372483432293
956,sample_000956,samples/sample_000956.npz,36,45,27,39,2,6,9,12,4,20.0,60.0,90.0,120.0,40.0,400.0,325.0,40.0,0.8979767628774495,0.00040495480061508715,0.6637035012245178,0.0225068349391222,0.07514199614524841
957,sample_000957,samples/sample_000957.npz,34,42,28,40,2,5,8,12,3,20.0,50.0,80.0,120.0,30.0,375.0,335.0,35.0,0.2580464566091729,7.206260488601401e-05,0.14956991374492645,0.004370910115540028,0.015913095325231552
958,sample_000958,samples/sample_000958.npz,24,32,17,31,4,11,8,14,7,40.0,110.0,80.0,140.0,70.0,275.0,235.0,75.0,0.256654875664467,0.00036022430867888033,0.17152665555477142,0.010664630681276321,0.023267222568392754
959,sample_000959,samples/sample_000959.npz,35,50,33,49,8,16,15,16,8,80.0,160.0,150.0,160.0,80.0,420.0,405.0,120.0,0.684178240371618,0.0029272197280079126,0.4587865471839905,0.06060553714632988,0.08565447479486465
960,sample_000960,samples/sample_000960.npz,10,23,19,34,7,9,13,15,2,70.0,90.0,130.0,150.0,20.0,160.0,260.0,80.0,0.5205721800609728,0.00029150184127502143,0.12401624768972397,0.010406174696981907,0.020083285868167877
961,sample_000961,samples/sample_000961.npz,41,45,35,47,5,11,4,12,6,50.0,110.0,40.0,120.0,60.0,425.0,405.0,80.0,0.7670377788938159,0.0003278400981798768,0.19551759958267212,0.01144492533057928,0.024903973564505577
962,sample_000962,samples/sample_000962.npz,30,46,32,43,4,7,16,11,3,40.0,70.0,160.0,110.0,30.0,375.0,370.0,55.0,0.5855065272662064,0.00042092817602679133,0.2944103181362152,0.01726081781089306,0.04237718507647514
963,sample_000963,samples/sample_000963.npz,10,20,36,51,2,8,10,15,6,20.0,80.0,100.0,150.0,60.0,145.0,430.0,50.0,0.26389730262846733,0.00017489732999820262,0.28142279386520386,0.013165907934308052,0.03732111304998398
964,sample_000964,samples/sample_000964.npz,22,27,40,49,7,14,5,9,7,70.0,140.0,50.0,90.0,70.0,240.0,440.0,105.0,0.6927991957939571,0.00041709988727234304,0.12847158312797546,0.010526536032557487,0.018557745963335037
965,sample_000965,samples/sample_000965.npz,40,49,37,49,4,7,9,12,3,40.0,70.0,90.0,120.0,30.0,440.0,425.0,55.0,0.9380579850317419,0.00028395894332788885,0.3705129325389862,0.016772739589214325,0.04561256989836693
966,sample_000966,samples/sample_000966.npz,26,36,26,40,2,10,10,14,8,20.0,100.0,100.0,140.0,80.0,305.0,325.0,60.0,0.9201610442955819,0.002101324498653412,1.1104704141616821,0.05707741901278496,0.1458398997783661
967,sample_000967,samples/sample_000967.npz,29,40,32,45,8,14,11,13,6,80.0,140.0,110.0,130.0,60.0,340.0,380.0,110.0,0.25938833192273497,0.0006306033465079963,0.09907228499650955,0.010762973688542843,0.016592958942055702
968,sample_000968,samples/sample_000968.npz,14,29,22,31,4,12,15,9,8,40.0,120.0,150.0,90.0,80.0,210.0,260.0,80.0,0.2219280994774958,0.0004020699125248939,0.17816473543643951,0.012468565255403519,0.025750044733285904
969,sample_000969,samples/sample_000969.npz,39,43,17,26,7,12,4,9,5,70.0,120.0,40.0,90.0,50.0,405.0,210.0,95.0,0.8593242347945205,0.0002742987417150289,0.10651832073926926,0.00769374193623662,0.014611323364078999
970,sample_000970,samples/sample_000970.npz,16,31,29,37,3,6,15,8,3,30.0,60.0,150.0,80.0,30.0,230.0,325.0,45.0,0.7469486838616419,0.0003173251752741635,0.36914512515068054,0.015399421565234661,0.045539259910583496
971,sample_000971,samples/sample_000971.npz,24,39,37,42,7,12,15,5,5,70.0,120.0,150.0,50.0,50.0,310.0,390.0,95.0,0.9680249985908793,0.0009197750478051603,0.2118309736251831,0.018274465575814247,0.032325588166713715
972,sample_000972,samples/sample_000972.npz,45,50,40,52,6,8,5,12,2,60.0,80.0,50.0,120.0,20.0,470.0,455.0,70.0,0.7231699501718767,8.66143818711862e-05,0.08558472245931625,0.004530728794634342,0.010841581039130688
973,sample_000973,samples/sample_000973.npz,50,55,34,48,6,10,5,14,4,60.0,100.0,50.0,140.0,40.0,520.0,405.0,80.0,0.8402518377497079,0.00026289274683222175,0.18238484859466553,0.01178190391510725,0.025473307818174362
974,sample_000974,samples/sample_000974.npz,34,38,20,34,8,12,4,14,4,80.0,120.0,40.0,140.0,40.0,355.0,265.0,100.0,0.5005034222154676,0.00029133717180229723,0.061771735548973083,0.005577386356890202,0.009482969529926777
975,sample_000975,samples/sample_000975.npz,41,56,32,37,4,9,15,5,5,40.0,90.0,150.0,50.0,50.0,480.0,340.0,65.0,0.2921848938515961,0.00013416321598924696,0.11302546411752701,0.0058602141216397285,0.01444514375180006
976,sample_000976,samples/sample_000976.npz,37,49,21,31,3,5,12,10,2,30.0,50.0,120.0,100.0,20.0,425.0,255.0,40.0,0.23190540291392356,4.6047643991187215e-05,0.08821567893028259,0.0032172822393476963,0.010375423356890678
977,sample_000977,samples/sample_000977.npz,8,20,33,49,2,5,12,16,3,20.0,50.0,120.0,160.0,30.0,135.0,405.0,35.0,0.813360580789096,0.0002519416739232838,0.6001343727111816,0.027119340375065804,0.08484416455030441
978,sample_000978,samples/sample_000978.npz,23,27,28,36,5,12,4,8,7,50.0,120.0,40.0,80.0,70.0,245.0,315.0,85.0,0.9785005957691788,0.0005131687503308058,0.20413827896118164,0.011357946321368217,0.02424493245780468
979,sample_000979,samples/sample_000979.npz,10,26,35,49,5,12,16,14,7,50.0,120.0,160.0,140.0,70.0,175.0,415.0,85.0,0.872079533643006,0.0019302323926240206,0.7728284001350403,0.06899434328079224,0.12888869643211365
980,sample_000980,samples/sample_000980.npz,14,27,26,42,3,8,13,16,5,30.0,80.0,130.0,160.0,50.0,200.0,335.0,55.0,0.9036125081850517,0.0011798639316111803,0.8422274589538574,0.05223985016345978,0.12704452872276306
981,sample_000981,samples/sample_000981.npz,11,20,47,55,3,11,9,8,8,30.0,110.0,90.0,80.0,80.0,150.0,505.0,70.0,0.740783722138481,0.00036162015749141574,0.5058910846710205,0.02190331369638443,0.05771411582827568
982,sample_000982,samples/sample_000982.npz,38,44,14,28,4,6,6,14,2,40.0,60.0,60.0,140.0,20.0,405.0,205.0,50.0,0.37709363389662054,5.979461275273934e-05,0.0879373773932457,0.0035592750646173954,0.010284016840159893
983,sample_000983,samples/sample_000983.npz,30,45,38,44,3,7,15,6,4,30.0,70.0,150.0,60.0,40.0,370.0,405.0,50.0,0.8165969443983097,0.00032794903381727636,0.40261244773864746,0.01659790799021721,0.04772762954235077
984,sample_000984,samples/sample_000984.npz,32,39,37,44,8,12,7,7,4,80.0,120.0,70.0,70.0,40.0,350.0,400.0,100.0,0.7810422627378169,0.0003575526352506131,0.0934586450457573,0.007589474320411682,0.013468545861542225
985,sample_000985,samples/sample_000985.npz,42,53,21,35,3,10,11,14,7,30.0,100.0,110.0,140.0,70.0,470.0,275.0,65.0,0.6562668182189669,0.0008585160248912871,0.6498779058456421,0.037965044379234314,0.09069748967885971
986,sample_000986,samples/sample_000986.npz,45,50,41,52,6,9,5,11,3,60.0,90.0,50.0,110.0,30.0,470.0,460.0,75.0,0.40078226366392244,6.958344602026045e-05,0.06126806139945984,0.0033969853539019823,0.007839557714760303
987,sample_000987,samples/sample_000987.npz,26,30,29,40,8,13,4,11,5,80.0,130.0,40.0,110.0,50.0,275.0,340.0,105.0,0.41387426790984166,0.0002676732838153839,0.04997502267360687,0.004481615033000708,0.00749295623973012
988,sample_000988,samples/sample_000988.npz,30,42,22,36,6,13,12,14,7,60.0,130.0,120.0,140.0,70.0,355.0,285.0,95.0,0.9867455222147938,0.003082593670114875,0.630770742893219,0.058570850640535355,0.10102767497301102
989,sample_000989,samples/sample_000989.npz,39,44,34,44,3,9,5,10,6,30.0,90.0,50.0,100.0,60.0,410.0,385.0,60.0,0.7687722808852782,0.00028740736888721585,0.3447023332118988,0.012677238322794437,0.035812124609947205
990,sample_000990,samples/sample_000990.npz,21,32,12,22,8,11,11,10,3,80.0,110.0,110.0,100.0,30.0,260.0,165.0,95.0,0.9703049627549292,0.0005471442709676921,0.18507571518421173,0.01576998084783554,0.02851453796029091
991,sample_000991,samples/sample_000991.npz,10,18,42,50,8,12,8,8,4,80.0,120.0,80.0,80.0,40.0,135.0,455.0,100.0,0.4619771002191011,0.00015522161265835166,0.07022561132907867,0.005568527616560459,0.010409321635961533
992,sample_000992,samples/sample_000992.npz,36,43,15,28,2,10,7,13,8,20.0,100.0,70.0,130.0,80.0,390.0,210.0,60.0,0.6094851097787979,0.0005289933760650456,0.5724194049835205,0.024339068681001663,0.06679853796958923
993,sample_000993,samples/sample_000993.npz,18,34,38,44,7,14,16,6,7,70.0,140.0,160.0,60.0,70.0,255.0,405.0,105.0,0.9587634215723835,0.0014429568545892835,0.31985366344451904,0.031364936381578445,0.051403552293777466
994,sample_000994,samples/sample_000994.npz,8,21,12,27,8,14,13,15,6,80.0,140.0,130.0,150.0,60.0,140.0,190.0,110.0,0.33611185311229513,0.0005989207420498133,0.16162388026714325,0.017999207600951195,0.028904663398861885
995,sample_000995,samples/sample_000995.npz,29,45,45,55,3,5,16,10,2,30.0,50.0,160.0,100.0,20.0,365.0,495.0,40.0,0.9785821094310558,0.00021233427105471492,0.4062526524066925,0.017910564318299294,0.054182931780815125
996,sample_000996,samples/sample_000996.npz,30,45,29,40,2,4,15,11,2,20.0,40.0,150.0,110.0,20.0,370.0,340.0,30.0,0.5289617898344134,0.00014669644588138908,0.26930224895477295,0.010388960130512714,0.03550799563527107
997,sample_000997,samples/sample_000997.npz,51,56,40,52,6,13,5,12,7,60.0,130.0,50.0,120.0,70.0,530.0,455.0,95.0,0.2923434147585715,0.00013926855172030628,0.08120045810937881,0.005759167019277811,0.011610621586441994
998,sample_000998,samples/sample_000998.npz,18,29,31,45,8,11,11,14,3,80.0,110.0,110.0,140.0,30.0,230.0,375.0,95.0,0.35472131183717104,0.000341390841640532,0.08648872375488281,0.0082003865391016,0.014058791100978851
999,sample_000999,samples/sample_000999.npz,15,25,9,15,8,13,10,6,5,80.0,130.0,100.0,60.0,50.0,195.0,115.0,105.0,0.5786393448726141,0.00023713562404736876,0.09530861675739288,0.008000068366527557,0.014505754224956036
1000,sample_001000,samples/sample_001000.npz,22,37,24,40,3,7,15,16,4,30.0,70.0,150.0,160.0,40.0,290.0,315.0,50.0,0.2102947845960606,0.0003433540987316519,0.17815890908241272,0.011447510682046413,0.028007294982671738
1001,sample_001001,samples/sample_001001.npz,12,28,39,47,4,8,16,8,4,40.0,80.0,160.0,80.0,40.0,195.0,425.0,60.0,0.4402465758725372,0.00023348137619905174,0.22276903688907623,0.012267389334738255,0.030240653082728386
1002,sample_001002,samples/sample_001002.npz,22,30,41,53,8,14,8,12,6,80.0,140.0,80.0,120.0,60.0,255.0,465.0,110.0,0.9990795176366956,0.0011122397845610976,0.2762434482574463,0.02711881883442402,0.04438701644539833
1003,sample_001003,samples/sample_001003.npz,37,45,19,29,5,11,8,10,6,50.0,110.0,80.0,100.0,60.0,405.0,235.0,80.0,0.7931708977966812,0.000619016180280596,0.3285865783691406,0.019819680601358414,0.042607977986335754
1004,sample_001004,samples/sample_001004.npz,8,17,15,28,7,9,9,13,2,70.0,90.0,90.0,130.0,20.0,120.0,210.0,80.0,0.5283125497725243,0.00013752585800830275,0.08875592052936554,0.006199469789862633,0.013024057261645794
1005,sample_001005,samples/sample_001005.npz,25,30,23,35,7,10,5,12,3,70.0,100.0,50.0,120.0,30.0,270.0,285.0,85.0,0.6595552944826315,0.00027805514400824904,0.08756718784570694,0.006154853850603104,0.01213518250733614
1006,sample_001006,samples/sample_001006.npz,41,46,33,49,4,8,5,16,4,40.0,80.0,50.0,160.0,40.0,430.0,405.0,60.0,0.6119805231251456,0.00021766639838460833,0.2114010602235794,0.010700562037527561,0.02707570418715477
1007,sample_001007,samples/sample_001007.npz,19,25,8,18,3,9,6,10,6,30.0,90.0,60.0,100.0,60.0,215.0,125.0,60.0,0.2133111586331765,6.601060886168852e-05,0.11140820384025574,0.0041182395070791245,0.011826956644654274
1008,sample_001008,samples/sample_001008.npz,20,29,17,22,6,12,9,5,6,60.0,120.0,90.0,50.0,60.0,240.0,190.0,90.0,0.8617316259629746,0.00038455554749816656,0.17833168804645538,0.011711901053786278,0.023535393178462982
1009,sample_001009,samples/sample_001009.npz,17,24,14,26,3,6,7,12,3,30.0,60.0,70.0,120.0,30.0,200.0,195.0,45.0,0.20834134368086643,4.021883069071919e-05,0.08736252784729004,0.0029795290902256966,0.009544956497848034
1010,sample_001010,samples/sample_001010.npz,8,17,39,44,5,10,9,5,5,50.0,100.0,90.0,50.0,50.0,120.0,410.0,75.0,0.8893765358713097,0.00021337314683478326,0.2065243124961853,0.010230673477053642,0.024643242359161377
1011,sample_001011,samples/sample_001011.npz,30,40,40,47,8,15,10,7,7,80.0,150.0,100.0,70.0,70.0,345.0,430.0,115.0,0.607543974064851,0.0007249800837598741,0.14134131371974945,0.014066335745155811,0.02223018929362297
1012,sample_001012,samples/sample_001012.npz,31,37,10,23,8,13,6,13,5,80.0,130.0,60.0,130.0,50.0,335.0,160.0,105.0,0.6873129398539712,0.0005425629788078368,0.137858584523201,0.012826025485992432,0.021722493693232536
1013,sample_001013,samples/sample_001013.npz,43,50,19,30,5,12,7,11,7,50.0,120.0,70.0,110.0,70.0,460.0,240.0,85.0,0.9861189536950283,0.0007827670779079199,0.42141178250312805,0.02697654813528061,0.056353338062763214
1014,sample_001014,samples/sample_001014.npz,29,42,32,48,2,10,13,16,8,20.0,100.0,130.0,160.0,80.0,350.0,395.0,60.0,0.4180730791472995,0.0010251749772578478,0.601545512676239,0.0383298397064209,0.09107303619384766
1015,sample_001015,samples/sample_001015.npz,24,38,26,35,7,11,14,9,4,70.0,110.0,140.0,90.0,40.0,305.0,300.0,90.0,0.8254979192060481,0.0012298295041546226,0.25025638937950134,0.021321138367056847,0.038446929305791855
1016,sample_001016,samples/sample_001016.npz,37,42,15,29,8,15,5,14,7,80.0,150.0,50.0,140.0,70.0,390.0,215.0,115.0,0.5799266403890755,0.000640908139757812,0.1275150328874588,0.013394948095083237,0.020806046202778816
1017,sample_001017,samples/sample_001017.npz,31,35,15,27,3,8,4,12,5,30.0,80.0,40.0,120.0,50.0,325.0,205.0,55.0,0.5667331036884594,0.00017738595488481224,0.21120277047157288,0.007576672360301018,0.022126244381070137
1018,sample_001018,samples/sample_001018.npz,31,37,28,39,4,10,6,11,6,40.0,100.0,60.0,110.0,60.0,335.0,330.0,70.0,0.7374132992252171,0.0006514265551231802,0.31833040714263916,0.01577186957001686,0.03778649866580963
1019,sample_001019,samples/sample_001019.npz,51,56,8,15,6,9,5,7,3,60.0,90.0,50.0,70.0,30.0,530.0,110.0,75.0,0.8517869414811048,6.899508298374712e-05,0.0931883454322815,0.004382104612886906,0.011071186512708664
1020,sample_001020,samples/sample_001020.npz,18,25,43,52,2,5,7,9,3,20.0,50.0,70.0,90.0,30.0,210.0,470.0,35.0,0.993455205288974,0.00010381402535131201,0.48207175731658936,0.01091714110225439,0.043971337378025055
1021,sample_001021,samples/sample_001021.npz,47,54,33,40,6,12,7,7,6,60.0,120.0,70.0,70.0,60.0,500.0,360.0,90.0,0.6971554717614598,0.00030327352578751743,0.15855269134044647,0.010120677761733532,0.020865287631750107
1022,sample_001022,samples/sample_001022.npz,25,35,15,31,6,11,10,16,5,60.0,110.0,100.0,160.0,50.0,295.0,225.0,85.0,0.9987002541516776,0.0016670589102432132,0.4890124201774597,0.04115678369998932,0.07669210433959961
1023,sample_001023,samples/sample_001023.npz,40,45,23,35,4,9,5,12,5,40.0,90.0,50.0,120.0,50.0,420.0,285.0,65.0,0.28552171118480807,0.00012591232371050864,0.09996823966503143,0.0046499804593622684,0.011750292964279652
1024,sample_001024,samples/sample_001024.npz,43,55,15,19,2,5,12,4,3,20.0,50.0,120.0,40.0,30.0,485.0,165.0,35.0,0.6928695671596321,4.694052040576935e-05,0.2581614851951599,0.005760099273175001,0.023170582950115204
1025,sample_001025,samples/sample_001025.npz,46,54,43,51,7,13,8,8,6,70.0,130.0,80.0,80.0,60.0,495.0,465.0,100.0,0.5713752888010992,0.0002804126124829054,0.13518333435058594,0.010302027687430382,0.0195993110537529
1026,sample_001026,samples/sample_001026.npz,33,48,20,33,7,9,15,13,2,70.0,90.0,150.0,130.0,20.0,400.0,260.0,80.0,0.8037099348073442,0.0005656842258758843,0.19146834313869476,0.016335811465978622,0.030892668291926384
1027,sample_001027,samples/sample_001027.npz,35,49,23,29,5,8,14,6,3,50.0,80.0,140.0,60.0,30.0,415.0,255.0,65.0,0.7451006270583092,0.00025845650816336274,0.1901865005493164,0.010173861868679523,0.024410203099250793
1028,sample_001028,samples/sample_001028.npz,26,39,26,37,5,13,13,11,8,50.0,130.0,130.0,110.0,80.0,320.0,310.0,90.0,0.8634892716633054,0.003069365629926324,0.6231449842453003,0.05066646263003349,0.09382548183202744
1029,sample_001029,samples/sample_001029.npz,24,35,28,34,5,9,11,6,4,50.0,90.0,110.0,60.0,40.0,290.0,305.0,70.0,0.23121913591075816,0.00013644807040691376,0.06308437138795853,0.0032959007658064365,0.007722262758761644
1030,sample_001030,samples/sample_001030.npz,26,40,15,25,7,11,14,10,4,70.0,110.0,140.0,100.0,40.0,325.0,195.0,90.0,0.9974585431271044,0.0011339883785694838,0.3296838402748108,0.028231307864189148,0.05139939486980438
1031,sample_001031,samples/sample_001031.npz,27,37,30,41,6,11,10,11,5,60.0,110.0,100.0,110.0,50.0,315.0,350.0,85.0,0.32945453785693046,0.0004870578704867512,0.12774541974067688,0.009405924007296562,0.018286684527993202
