sample_index,relative_path,body_name,x_start,x_end,y_start,y_end,z_start,z_end,width_x,width_y,thickness_z,top_depth_index,bottom_depth_index,center_x_index,center_y_index,center_z_index,density_contrast,nonzero_density_cells,gravity_minimum_mgal,gravity_maximum_mgal,gravity_mean_mgal,gravity_std_mgal
486,samples/sample_000486.npz,rectangular_body_000486,15,31,28,42,12,15,16,14,3,12,15,23.0,35.0,13.5,0.5915232119731689,672,0.0022868869381363257,0.10639941932995739,0.0219001462671632,0.017867086330819917
487,samples/sample_000487.npz,rectangular_body_000487,36,47,25,34,4,8,11,9,4,4,8,41.5,29.5,6.0,0.7659968940768513,396,0.0008612412347810105,0.31899975772988465,0.022165001712565306,0.03347123864541895
488,samples/sample_000488.npz,rectangular_body_000488,29,42,3,7,3,8,13,4,5,3,8,35.5,5.0,5.5,0.31216451569906956,260,0.00010139956463335908,0.1048682907262104,0.004552664892795811,0.009654940112802718
489,samples/sample_000489.npz,rectangular_body_000489,54,61,22,30,3,10,7,8,7,3,10,57.5,26.0,6.5,0.8575387846652047,392,0.00048653109381775034,0.4132741785480265,0.019010783336797454,0.037396211497553095
490,samples/sample_000490.npz,rectangular_body_000490,33,45,52,60,7,12,12,8,5,7,12,39.0,56.0,9.5,0.993257167571491,480,0.0010031592271801879,0.26347136894533413,0.024546451289336985,0.035341474744737617
491,samples/sample_000491.npz,rectangular_body_000491,9,15,48,57,10,16,6,9,6,10,16,12.0,52.5,13.0,0.8346908351103428,324,0.0005916657998890016,0.09549668657193405,0.011513219606628216,0.014977751609807482
492,samples/sample_000492.npz,rectangular_body_000492,39,43,37,51,5,11,4,14,6,5,11,41.0,44.0,8.0,0.20605537655574802,336,0.00018282475002397126,0.05149085384187214,0.00454996765219824,0.006109579248831374
493,samples/sample_000493.npz,rectangular_body_000493,30,46,2,11,15,19,16,9,4,15,19,38.0,6.5,17.0,0.539508916805949,576,0.0010444472076221656,0.060265585564056645,0.011468003138944407,0.011046027465597711
494,samples/sample_000494.npz,rectangular_body_000494,23,32,26,35,11,15,9,9,4,11,15,27.5,30.5,13.0,0.3507058918603136,324,0.0007932589482525911,0.038148316857654074,0.0065754123794967935,0.005653169368810999
495,samples/sample_000495.npz,rectangular_body_000495,6,10,40,53,11,18,4,13,7,11,18,8.0,46.5,14.5,0.7799148127091096,364,0.0007124168961922088,0.07996162310737788,0.011345330322089333,0.013362520355033214
496,samples/sample_000496.npz,rectangular_body_000496,10,23,24,29,6,9,13,5,3,6,9,16.5,26.5,7.5,0.27945419759864243,195,0.0001338449056814009,0.04315067230876665,0.003577812876168861,0.005050424406685368
497,samples/sample_000497.npz,rectangular_body_000497,27,40,21,35,8,16,13,14,8,8,16,33.5,28.0,12.0,0.5828963611978588,1456,0.005735558824898665,0.2997070539593385,0.050858149434015384,0.045346194676057494
498,samples/sample_000498.npz,rectangular_body_000498,34,50,14,28,14,20,16,14,6,14,20,42.0,21.0,17.0,0.3257523080293681,1344,0.002187315130843366,0.0823574009778626,0.02022955292363166,0.01519828118285751
499,samples/sample_000499.npz,rectangular_body_000499,12,18,6,18,3,7,6,12,4,3,7,15.0,12.0,5.0,0.9400228725959769,288,0.00027963788771959754,0.3763372406650177,0.017537835049080474,0.03566721160714434
500,samples/sample_000500.npz,rectangular_body_000500,51,55,25,36,15,22,4,11,7,15,22,53.0,30.5,18.5,0.3681131252764252,308,0.0005258514801932959,0.020622753903317116,0.004520926497994748,0.0037801079741982416
501,samples/sample_000501.npz,rectangular_body_000501,47,52,45,54,12,18,5,9,6,12,18,49.5,49.5,15.0,0.6253856070991004,270,0.00048812939171146997,0.04598168281423731,0.00729184631689335,0.007840702539659938
502,samples/sample_000502.npz,rectangular_body_000502,30,34,16,20,7,12,4,4,5,7,12,32.0,18.0,9.5,0.5367094321244399,80,0.00016086769103073212,0.028981509239774703,0.0026878394116232225,0.003346251093636293
503,samples/sample_000503.npz,rectangular_body_000503,40,49,54,59,13,15,9,5,2,13,15,44.5,56.5,14.0,0.9223726822011269,90,0.0002096521234898993,0.024899884248276022,0.0033996630906470942,0.004034184049077473
504,samples/sample_000504.npz,rectangular_body_000504,47,52,19,34,9,13,5,15,4,9,13,49.5,26.5,11.0,0.23397286450087043,300,0.00022210547416050635,0.029629185815042786,0.003918021515314459,0.004418791439037313
505,samples/sample_000505.npz,rectangular_body_000505,31,36,23,35,16,24,5,12,8,16,24,33.5,29.0,20.0,0.4994810018238613,480,0.002343243246861664,0.03750529777699035,0.010830311214839388,0.0062943823500014595
506,samples/sample_000506.npz,rectangular_body_000506,10,18,22,31,8,16,8,9,8,8,16,14.0,26.5,12.0,0.23898751306789068,576,0.00045804566798112416,0.05714985290298611,0.007366784432098312,0.008243812069544578
507,samples/sample_000507.npz,rectangular_body_000507,27,40,27,35,8,16,13,8,8,8,16,33.5,31.0,12.0,0.33239658872140276,832,0.0021045341780670094,0.10736271898961877,0.016698370296464777,0.015274176903676532
508,samples/sample_000508.npz,rectangular_body_000508,51,58,54,61,5,11,7,7,6,5,11,54.5,57.5,8.0,0.22968057353148197,294,7.777845140896283e-05,0.05853616528124508,0.0030141260178574943,0.006133160503822631
509,samples/sample_000509.npz,rectangular_body_000509,22,38,33,42,14,17,16,9,3,14,17,30.0,37.5,15.5,0.5896529355006255,432,0.0019196782990997877,0.05759642060209494,0.013336717967753528,0.009580300927991878
510,samples/sample_000510.npz,rectangular_body_000510,25,39,43,57,9,11,14,14,2,9,11,32.0,50.0,10.0,0.31102336386489987,392,0.00041117430041509,0.05196073759327478,0.007014832979517579,0.008073218677149076
511,samples/sample_000511.npz,rectangular_body_000511,21,25,37,41,16,22,4,4,6,16,22,23.0,39.0,19.0,0.9959708295933525,96,0.0005988280325122114,0.016955208244074906,0.004303520419019947,0.002930517309503053
512,samples/sample_000512.npz,rectangular_body_000512,20,31,15,22,10,12,11,7,2,10,12,25.5,18.5,11.0,0.9259319727849817,154,0.0005096360499722756,0.06257338442649632,0.008326842028109113,0.008976994601344353
513,samples/sample_000513.npz,rectangular_body_000513,13,18,34,42,14,17,5,8,3,14,17,15.5,38.0,15.5,0.8253846157307698,120,0.00042414422344360357,0.02490750954877896,0.004713732568309271,0.004205638867897058
514,samples/sample_000514.npz,rectangular_body_000514,3,11,9,21,4,11,8,12,7,4,11,7.0,15.0,7.5,0.4765289166125758,672,0.0004080195222400122,0.26433763199944416,0.016314861960856165,0.030355850405334183
515,samples/sample_000515.npz,rectangular_body_000515,31,46,33,48,16,20,15,15,4,16,20,38.5,40.5,18.0,0.3763551204477902,900,0.0021631351745258227,0.05736060870895682,0.015672662576832138,0.010356256121802316
516,samples/sample_000516.npz,rectangular_body_000516,34,49,13,20,12,14,15,7,2,12,14,41.5,16.5,13.0,0.9073154556809881,210,0.0006665747460098573,0.05938046076641729,0.009878014819582167,0.009810216133739948
517,samples/sample_000517.npz,rectangular_body_000517,16,25,11,20,8,10,9,9,2,8,10,20.5,15.5,9.0,0.5936596550282052,162,0.0002219342246701182,0.05879807963781836,0.005732318025330798,0.007640130458337425
518,samples/sample_000518.npz,rectangular_body_000518,28,43,2,14,14,16,15,12,2,14,16,35.5,8.0,15.0,0.35363900544852706,360,0.00043442122402015604,0.02984483348053599,0.00528927212602015,0.005318566129993925
519,samples/sample_000519.npz,rectangular_body_000519,6,22,18,30,14,20,16,12,6,14,20,14.0,24.0,17.0,0.42143967619140493,1152,0.002026992391711611,0.09303047388257027,0.02089299875008456,0.017505535575192993
520,samples/sample_000520.npz,rectangular_body_000520,10,26,25,38,16,19,16,13,3,16,19,18.0,31.5,17.5,0.3056079098195601,624,0.0011705327105709634,0.03399143538738453,0.008687282464119645,0.006249968694725844
521,samples/sample_000521.npz,rectangular_body_000521,3,17,28,40,4,9,14,12,5,4,9,10.0,34.0,6.5,0.6070123556796079,840,0.0009434685971295832,0.39951914000489863,0.03141471859369741,0.05083828425468167
522,samples/sample_000522.npz,rectangular_body_000522,40,54,46,55,16,24,14,9,8,16,24,47.0,50.5,20.0,0.700062267631653,1008,0.002674328412700677,0.10692654113654153,0.025526443384490158,0.021291176103089098
523,samples/sample_000523.npz,rectangular_body_000523,13,17,26,35,2,5,4,9,3,2,5,15.0,30.5,3.5,0.3735156890767337,108,5.3055910365207615e-05,0.10592997038560531,0.003098535221589944,0.007009224875341534
524,samples/sample_000524.npz,rectangular_body_000524,32,44,42,48,13,18,12,6,5,13,18,38.0,45.0,15.5,0.7028447766571804,360,0.0012337690658311517,0.06180837577297229,0.012538165455728703,0.010418735904337895
525,samples/sample_000525.npz,rectangular_body_000525,50,58,51,60,13,19,8,9,6,13,19,54.0,55.5,16.0,0.438744733108525,432,0.00043240736573731597,0.0447855270303323,0.006394884371150857,0.007779500106600864
526,samples/sample_000526.npz,rectangular_body_000526,47,52,57,61,3,11,5,4,8,3,11,49.5,59.0,7.0,0.4206099086966944,160,7.446520266667417e-05,0.09375679424786035,0.003295048056108106,0.00728724664595957
527,samples/sample_000527.npz,rectangular_body_000527,47,62,20,36,11,14,15,16,3,11,14,54.5,28.0,12.5,0.7190546973564536,720,0.0015959219449974396,0.1533976654000814,0.0244136499614155,0.026554711747291942
528,samples/sample_000528.npz,rectangular_body_000528,18,28,47,61,6,14,10,14,8,6,14,23.0,54.0,10.0,0.6892271632061312,1120,0.0017400211635813744,0.3820557454897062,0.04044090958108932,0.05454365458334811
529,samples/sample_000529.npz,rectangular_body_000529,44,48,3,14,5,8,4,11,3,5,8,46.0,8.5,6.5,0.36309521270407824,132,6.098173524581861e-05,0.05057689886295977,0.0027426762783050373,0.005170612898929023
530,samples/sample_000530.npz,rectangular_body_000530,35,42,45,50,14,21,7,5,7,14,21,38.5,47.5,17.5,0.7778351902664096,245,0.0009110325827270349,0.039547844947878746,0.008535101581767587,0.006897068797576372
531,samples/sample_000531.npz,rectangular_body_000531,7,13,12,23,5,9,6,11,4,5,9,10.0,17.5,7.0,0.5727035537809515,264,0.00021253572157712387,0.14005870892100747,0.008796912513374996,0.015420477994148191
532,samples/sample_000532.npz,rectangular_body_000532,12,19,22,38,10,16,7,16,6,10,16,15.5,30.0,13.0,0.3273979011607977,672,0.0009186492926016154,0.06946592362433077,0.011597315007120645,0.011279030849391485
533,samples/sample_000533.npz,rectangular_body_000533,32,43,33,48,13,17,11,15,4,13,17,37.5,40.5,15.0,0.7074398447219277,660,0.0027006347064035302,0.11164856837014185,0.02432061627702477,0.018833783095696832
534,samples/sample_000534.npz,rectangular_body_000534,26,41,45,59,9,15,15,14,6,9,15,33.5,52.0,12.0,0.995476651600552,1260,0.004362548798552369,0.4170672960495394,0.06438960886609033,0.0692270919342247
535,samples/sample_000535.npz,rectangular_body_000535,20,24,14,26,5,11,4,12,6,5,11,22.0,20.0,8.0,0.4032354232113307,288,0.0002955290348683085,0.09193209068282016,0.00760924489820553,0.010453723455953913
536,samples/sample_000536.npz,rectangular_body_000536,25,30,40,53,16,22,5,13,6,16,22,27.5,46.5,19.0,0.2640367971945088,390,0.0005778518952332725,0.017358927537557432,0.004424254049612615,0.003162867407833888
537,samples/sample_000537.npz,rectangular_body_000537,38,51,10,19,7,12,13,9,5,7,12,44.5,14.5,9.5,0.5188715671325614,585,0.000690203983789767,0.16174097813671215,0.01732677737303457,0.0226430659779126
538,samples/sample_000538.npz,rectangular_body_000538,25,30,34,39,8,13,5,5,5,8,13,27.5,36.5,10.5,0.6630566753095939,125,0.00043033156049164257,0.04555081877950583,0.005240936957230185,0.005606067891994873
539,samples/sample_000539.npz,rectangular_body_000539,28,43,3,18,6,13,15,15,7,6,13,35.5,10.5,9.5,0.7898640875162031,1575,0.0031705935652150533,0.5698078348450639,0.06810736963107894,0.08745030567546322
540,samples/sample_000540.npz,rectangular_body_000540,52,61,27,33,5,12,9,6,7,5,12,56.5,30.0,8.5,0.2631246076980083,378,0.0002093578994111859,0.07739493685846449,0.005337955628678379,0.008573697666423581
541,samples/sample_000541.npz,rectangular_body_000541,40,48,5,17,16,21,8,12,5,16,21,44.0,11.0,18.5,0.5434351276615765,480,0.0009380296364640062,0.045592873845502715,0.009823381881760417,0.008734112030788884
542,samples/sample_000542.npz,rectangular_body_000542,22,33,20,31,9,11,11,11,2,9,11,27.5,25.5,10.0,0.7388505428755143,242,0.0008350481587627065,0.08601161603589853,0.011380039791451219,0.011925988693418614
543,samples/sample_000543.npz,rectangular_body_000543,4,20,5,14,16,21,16,9,5,16,21,12.0,9.5,18.5,0.36409367480358057,720,0.0007333236703452434,0.04406064069377774,0.008527158536263742,0.0086391450718027
544,samples/sample_000544.npz,rectangular_body_000544,9,19,41,54,9,13,10,13,4,9,13,14.0,47.5,11.0,0.8338196318994746,520,0.0010115014280709595,0.17867320667743625,0.02230642192560891,0.027749495088623326
545,samples/sample_000545.npz,rectangular_body_000545,33,38,23,32,6,9,5,9,3,6,9,35.5,27.5,7.5,0.5017896004809055,135,0.00027677248511550576,0.06035998677385607,0.004769154596073933,0.006354606131890524
546,samples/sample_000546.npz,rectangular_body_000546,54,60,35,47,2,6,6,12,4,2,6,57.0,41.0,4.0,0.8080713821354963,288,0.00020734708098182168,0.4143803158058938,0.014948456982626968,0.03511767069822925
547,samples/sample_000547.npz,rectangular_body_000547,12,26,36,50,7,10,14,14,3,7,10,19.0,43.0,8.5,0.8249632485210536,588,0.0012324703257684303,0.25694357582699867,0.03045105549185935,0.03756858680014379
548,samples/sample_000548.npz,rectangular_body_000548,45,50,3,11,9,14,5,8,5,9,14,47.5,7.0,11.5,0.20031821571278732,200,7.778430280242568e-05,0.017861818167556193,0.0017360950460478238,0.0024912943864411133
549,samples/sample_000549.npz,rectangular_body_000549,9,22,47,59,16,23,13,12,7,16,23,15.5,53.0,19.5,0.6770994582526503,1092,0.00246034931812497,0.11521603707177598,0.025437518808678672,0.022999496146259762
550,samples/sample_000550.npz,rectangular_body_000550,2,16,33,38,16,18,14,5,2,16,18,9.0,35.5,17.0,0.601535771593086,140,0.0003295549709254358,0.01689681864955927,0.0033482071729996517,0.003061538754113458
551,samples/sample_000551.npz,rectangular_body_000551,56,62,32,39,15,21,6,7,6,15,21,59.0,35.5,18.0,0.7551066160132327,252,0.0006662726234382889,0.036836168430895336,0.0066028023306758405,0.006381051807448722
552,samples/sample_000552.npz,rectangular_body_000552,9,17,28,35,11,17,8,7,6,11,17,13.0,31.5,14.0,0.7725030168486076,336,0.0010807772270968984,0.08003031454871894,0.012722685366609754,0.012719868737714673
553,samples/sample_000553.npz,rectangular_body_000553,26,40,49,53,6,9,14,4,3,6,9,33.0,51.0,7.5,0.21099612919691194,168,8.534036327853577e-05,0.027433519759583663,0.002249608526059569,0.0032851978640909742
554,samples/sample_000554.npz,rectangular_body_000554,4,20,47,56,12,20,16,9,8,12,20,12.0,51.5,16.0,0.35985246336345655,1152,0.0011181230177005658,0.09221815898489714,0.01578765972306774,0.01708099819962944
555,samples/sample_000555.npz,rectangular_body_000555,7,16,31,35,3,8,9,4,5,3,8,11.5,33.0,5.5,0.7777255756859138,180,0.00024062294593428464,0.21703914869118374,0.00942710123291211,0.018012544196365193
556,samples/sample_000556.npz,rectangular_body_000556,12,23,39,54,14,16,11,15,2,14,16,17.5,46.5,15.0,0.25366871035336036,330,0.0002931649600391371,0.019843388596034184,0.003865980585538732,0.003611014025128876
557,samples/sample_000557.npz,rectangular_body_000557,46,51,38,46,3,7,5,8,4,3,7,48.5,42.0,5.0,0.35698655625703624,160,8.127864356067145e-05,0.0999381203798984,0.004078543461476112,0.007869192905367778
558,samples/sample_000558.npz,rectangular_body_000558,44,52,35,45,6,10,8,10,4,6,10,48.0,40.0,8.0,0.5268464554764605,320,0.00039639861600094,0.125589120932623,0.01074770523805222,0.014995056276416951
559,samples/sample_000559.npz,rectangular_body_000559,35,46,11,23,13,15,11,12,2,13,15,40.5,17.0,14.0,0.8055140269916039,264,0.0008308887308739933,0.05859201556523028,0.010722857945838393,0.009946006208381097
560,samples/sample_000560.npz,rectangular_body_000560,28,41,5,16,10,12,13,11,2,10,12,34.5,10.5,11.0,0.26962295720489227,286,0.00022799090447015043,0.030915994558424517,0.003998686891007557,0.004765382762345398
561,samples/sample_000561.npz,rectangular_body_000561,42,50,47,56,10,12,8,9,2,10,12,46.0,51.5,11.0,0.45620509253796976,144,0.00015215636766143453,0.029313760623452586,0.003365300722921386,0.0043013167577715125
562,samples/sample_000562.npz,rectangular_body_000562,52,56,49,62,10,13,4,13,3,10,13,54.0,55.5,11.5,0.6237369551850175,156,0.00016713695069938892,0.039492707825712264,0.003910413685702894,0.00588863907661714
563,samples/sample_000563.npz,rectangular_body_000563,38,44,6,21,2,5,6,15,3,2,5,41.0,13.5,3.5,0.9994605795635301,270,0.00027243745800237143,0.4553218079743303,0.01993126168032273,0.0419242193738988
564,samples/sample_000564.npz,rectangular_body_000564,17,28,33,44,13,18,11,11,5,13,18,22.5,38.5,15.5,0.9794557452842021,605,0.0032471422741664905,0.14100332623310663,0.03010086069702261,0.023634459326431084
565,samples/sample_000565.npz,rectangular_body_000565,42,54,7,21,15,19,12,14,4,15,19,48.0,14.0,17.0,0.3253709882536769,672,0.0007267633912432317,0.042260659493057365,0.008738867491173734,0.008154654626992221
566,samples/sample_000566.npz,rectangular_body_000566,26,40,24,37,14,19,14,13,5,14,19,33.0,30.5,16.5,0.8435192348082015,910,0.007392131129232232,0.15576369865452686,0.03915894431676172,0.025996358108286228
567,samples/sample_000567.npz,rectangular_body_000567,41,55,45,50,16,20,14,5,4,16,20,48.0,47.5,18.0,0.6456333736629063,280,0.0006736224472437248,0.032963661240213195,0.007253570145901073,0.00630761407233423
568,samples/sample_000568.npz,rectangular_body_000568,12,26,14,24,2,7,14,10,5,2,7,19.0,19.0,4.5,0.9255400591414178,700,0.0008687275336244998,0.7868081001416276,0.04749686018050134,0.08539462376093403
569,samples/sample_000569.npz,rectangular_body_000569,27,34,3,8,4,7,7,5,3,4,7,30.5,5.5,5.5,0.49903094237844475,105,6.982400421286385e-05,0.0809617022342504,0.0029983212559171676,0.006509768283663013
570,samples/sample_000570.npz,rectangular_body_000570,29,42,35,42,14,16,13,7,2,14,16,35.5,38.5,15.0,0.5031015199028817,182,0.0006097806173484105,0.02297041687203063,0.004864664216581181,0.003718414384612138
571,samples/sample_000571.npz,rectangular_body_000571,6,17,43,52,13,20,11,9,7,13,20,11.5,47.5,16.5,0.6433157999871895,693,0.0013522513415610408,0.09816333062162919,0.01763787418163942,0.017902945378226325
572,samples/sample_000572.npz,rectangular_body_000572,2,12,33,42,10,13,10,9,3,10,13,7.0,37.5,11.5,0.7515427497732228,270,0.0005065866513104269,0.08225866503475683,0.009357996449589165,0.012044947909678689
573,samples/sample_000573.npz,rectangular_body_000573,37,42,36,52,16,22,5,16,6,16,22,39.5,44.0,19.0,0.5417249888124629,480,0.0014625376393603991,0.042674270021737404,0.011295910438159472,0.007826540638707467
574,samples/sample_000574.npz,rectangular_body_000574,40,48,14,24,13,16,8,10,3,13,16,44.0,19.0,14.5,0.9916066981495095,240,0.0009134104889012946,0.06509530801010771,0.011782530329298904,0.010937455299440346
575,samples/sample_000575.npz,rectangular_body_000575,44,49,43,49,3,9,5,6,6,3,9,46.5,46.0,6.0,0.781008167084076,180,0.0002215510128312737,0.21860521794758866,0.009600076730892717,0.017414802798441945
576,samples/sample_000576.npz,rectangular_body_000576,34,46,40,51,5,11,12,11,6,5,11,40.0,45.5,8.0,0.6899710355253418,792,0.0014138835550942266,0.3713413582463253,0.03562625782988502,0.047176713751603
577,samples/sample_000577.npz,rectangular_body_000577,14,29,17,28,16,21,15,11,5,16,21,21.5,22.5,18.5,0.34220106547226914,825,0.0015430358495125568,0.047321567108233764,0.012467916412338263,0.008731619268548242
578,samples/sample_000578.npz,rectangular_body_000578,46,61,35,42,14,17,15,7,3,14,17,53.5,38.5,15.5,0.9498295960006204,315,0.0010687468497668816,0.06951492898703132,0.012858200987002218,0.012360690967378397
579,samples/sample_000579.npz,rectangular_body_000579,38,52,20,30,9,16,14,10,7,9,16,45.0,25.0,12.5,0.987291407477463,980,0.003874559810327357,0.3297394460384152,0.05334293531107337,0.0519320300032289
580,samples/sample_000580.npz,rectangular_body_000580,3,8,33,45,3,11,5,12,8,3,11,5.5,39.0,7.0,0.48169906707608734,480,0.00033648661505566215,0.23970486190710674,0.012325282753166376,0.02355152962438646
581,samples/sample_000581.npz,rectangular_body_000581,31,45,46,54,12,17,14,8,5,12,17,38.0,50.0,14.5,0.5126756274343216,560,0.0011084227744727988,0.07604506300432393,0.01381643938723711,0.013047780841770964
582,samples/sample_000582.npz,rectangular_body_000582,24,29,52,57,5,9,5,5,4,5,9,26.5,54.5,7.0,0.7174329205398098,100,0.00012556724931315878,0.08120859155645987,0.004332125822270629,0.007594670737202153
583,samples/sample_000583.npz,rectangular_body_000583,16,31,37,49,8,15,15,12,7,8,15,23.5,43.0,11.5,0.810900741530657,1260,0.003916925962361106,0.3792749163925557,0.059019189098167585,0.059110909723359514
584,samples/sample_000584.npz,rectangular_body_000584,8,12,12,16,10,14,4,4,4,10,14,10.0,14.0,12.0,0.44624603982937283,64,5.887866044600752e-05,0.012124459797424034,0.001275549701082384,0.0017549001965071278
585,samples/sample_000585.npz,rectangular_body_000585,42,58,9,14,3,11,16,5,8,3,11,50.0,11.5,7.0,0.37629007366688205,640,0.00032179547376342394,0.2136711838329983,0.013888013226177392,0.024530323299934976
586,samples/sample_000586.npz,rectangular_body_000586,4,15,12,21,15,18,11,9,3,15,18,9.5,16.5,16.5,0.5132554007789782,297,0.0004365695837131274,0.03260237172748777,0.005752876127711772,0.005993576124221643
587,samples/sample_000587.npz,rectangular_body_000587,45,54,51,61,10,12,9,10,2,10,12,49.5,56.0,11.0,0.8015129751857422,180,0.00026462840675629297,0.06257239612000859,0.006357812315728819,0.009214606068492283
588,samples/sample_000588.npz,rectangular_body_000588,47,57,33,48,12,15,10,15,3,12,15,52.0,40.5,13.5,0.6263653728569858,450,0.0008960913094950694,0.08046316625922265,0.01338751413174372,0.013870061307682246
589,samples/sample_000589.npz,rectangular_body_000589,25,32,36,52,9,15,7,16,6,9,15,28.5,44.0,12.0,0.33794747713197887,672,0.0010275008578452813,0.08181709403712509,0.012996533280233652,0.012561681977047273
590,samples/sample_000590.npz,rectangular_body_000590,19,31,15,26,15,19,12,11,4,15,19,25.0,20.5,17.0,0.5760261258422612,528,0.0016348610972480308,0.0604387660057802,0.014328894496951223,0.01070755621352789
591,samples/sample_000591.npz,rectangular_body_000591,47,62,24,38,2,9,15,14,7,2,9,54.5,31.0,5.5,0.4387264829201265,1470,0.0010335719982656156,0.5483897455114407,0.040995075067021866,0.0713024468831054
592,samples/sample_000592.npz,rectangular_body_000592,53,59,51,62,3,8,6,11,5,3,8,56.0,56.5,5.5,0.8359351119551097,330,0.0002240293738045716,0.366770804574293,0.013916559231242142,0.03376153092492945
593,samples/sample_000593.npz,rectangular_body_000593,13,26,11,24,13,20,13,13,7,13,20,19.5,17.5,16.5,0.7271331040210047,1183,0.0034421898066605673,0.17924584837814492,0.03846039952999491,0.0329749194591412
594,samples/sample_000594.npz,rectangular_body_000594,10,21,37,41,16,24,11,4,8,16,24,15.5,39.0,20.0,0.5715414040098381,352,0.0010101285305523702,0.031772436645676,0.00806943256115578,0.005935099118641528
595,samples/sample_000595.npz,rectangular_body_000595,9,21,18,27,8,14,12,9,6,8,14,15.0,22.5,11.0,0.626198776171768,648,0.0011662377149980817,0.17730521947053832,0.02239012371961942,0.026064598571448126
596,samples/sample_000596.npz,rectangular_body_000596,25,36,16,32,15,17,11,16,2,15,17,30.5,24.0,16.0,0.7808468299355138,352,0.0019594142229835657,0.057765426644782125,0.013942997966760181,0.009894792665477376
597,samples/sample_000597.npz,rectangular_body_000597,5,9,5,11,12,18,4,6,6,12,18,7.0,8.0,15.0,0.41162237939580515,144,0.00011652783901545025,0.01655661609014529,0.0019088133978741918,0.002611248112086344
598,samples/sample_000598.npz,rectangular_body_000598,41,54,26,40,14,18,13,14,4,14,18,47.5,33.0,16.0,0.6831077411176192,728,0.0026400780280215665,0.10571037854489658,0.023587385361158203,0.018953812321435854
599,samples/sample_000599.npz,rectangular_body_000599,12,23,49,60,11,18,11,11,7,11,18,17.5,54.5,14.5,0.8641197358352617,847,0.0019304110770957733,0.19984587184763136,0.03026422219749677,0.03429051652554046
600,samples/sample_000600.npz,rectangular_body_000600,18,33,41,50,8,16,15,9,8,8,16,25.5,45.5,12.0,0.7228532840355799,1080,0.0030015286823552364,0.2885479305561159,0.04385609457287555,0.04425420733882133
601,samples/sample_000601.npz,rectangular_body_000601,8,18,10,18,10,18,10,8,8,10,18,13.0,14.0,14.0,0.6294322040203926,640,0.0010370815274372567,0.12380932475344744,0.017534086210613847,0.020452790212640563
602,samples/sample_000602.npz,rectangular_body_000602,40,56,50,54,13,15,16,4,2,13,15,48.0,52.0,14.0,0.4931487326538526,128,0.00016800698628192097,0.017396917315937052,0.002747017028041705,0.0030608729761110935
603,samples/sample_000603.npz,rectangular_body_000603,22,30,15,26,6,10,8,11,4,6,10,26.0,20.5,8.0,0.7050412549954324,352,0.0007397195517741668,0.18052055077519957,0.016550136829437512,0.021607761854914875
604,samples/sample_000604.npz,rectangular_body_000604,33,45,26,35,8,16,12,9,8,8,16,39.0,30.5,12.0,0.7954423058739879,864,0.004051185622176875,0.26810784398916077,0.040914454516168985,0.03844511031196578
605,samples/sample_000605.npz,rectangular_body_000605,21,37,47,60,14,19,16,13,5,14,19,29.0,53.5,16.5,0.5062161284209181,1040,0.002152131128209221,0.10455347747052714,0.022008050618349057,0.019536353525948534
606,samples/sample_000606.npz,rectangular_body_000606,35,43,40,48,4,6,8,8,2,4,6,39.0,44.0,5.0,0.5822437058773803,128,0.00013852315663882392,0.11011103238055242,0.005543557430170296,0.009778748492223427
607,samples/sample_000607.npz,rectangular_body_000607,7,19,47,62,8,12,12,15,4,8,12,13.0,54.5,10.0,0.5163489815578075,720,0.0006323924697320001,0.16371755674102662,0.01719654642725993,0.02534416994374127
608,samples/sample_000608.npz,rectangular_body_000608,18,32,46,59,2,7,14,13,5,2,7,25.0,52.5,4.5,0.6054941159424501,910,0.0006815342379995003,0.5836276998140077,0.03806370036533149,0.07008160247972378
609,samples/sample_000609.npz,rectangular_body_000609,2,11,13,20,10,12,9,7,2,10,12,6.5,16.5,11.0,0.2647386177022919,126,6.14783669211763e-05,0.015104347993658002,0.0014446447357935278,0.0021177667308332616
610,samples/sample_000610.npz,rectangular_body_000610,43,58,38,43,12,20,15,5,8,12,20,50.5,40.5,16.0,0.35138754619669377,600,0.0008086411256082201,0.04878492180145622,0.009384782471803929,0.008595931642652573
611,samples/sample_000611.npz,rectangular_body_000611,19,33,40,51,12,17,14,11,5,12,17,26.0,45.5,14.5,0.3918753844894856,770,0.0013810960706502257,0.07779307357023443,0.015374322669560424,0.013252477583381177
612,samples/sample_000612.npz,rectangular_body_000612,33,48,43,56,2,8,15,13,6,2,8,40.5,49.5,5.0,0.9286193600795973,1170,0.001579402439226083,1.0295989162006707,0.07644061507896988,0.1288205778711286
613,samples/sample_000613.npz,rectangular_body_000613,27,37,31,38,7,11,10,7,4,7,11,32.0,34.5,9.0,0.9292675186676127,280,0.0015702970563365572,0.16478658183190775,0.017468856255665823,0.020008382878072085
614,samples/sample_000614.npz,rectangular_body_000614,3,9,36,51,7,13,6,15,6,7,13,6.0,43.5,10.0,0.25979223244406324,540,0.0002580070808423428,0.06989826680555847,0.006474712001180067,0.009650113321551683
615,samples/sample_000615.npz,rectangular_body_000615,23,32,13,22,3,6,9,9,3,3,6,27.5,17.5,4.5,0.3374234791244367,243,0.00013677437676700655,0.12865872368952289,0.006145198947116042,0.01142593605869824
