sample_index,sample_id,relative_path,x_start,x_end,y_start,y_end,z_start,z_end,width_x,width_y,thickness_z,top_depth_m,bottom_depth_m,width_x_m,width_y_m,thickness_z_m,center_x_m,center_y_m,center_depth_m,density_contrast,body_volume_cells,body_size_group,density_group,gravity_minimum_mgal,gravity_maximum_mgal,gravity_mean_mgal,gravity_std_mgal
6769,prime_006769,samples/prime_006769.npz,34,44,8,14,5,12,10,6,7,50.0,120.0,100.0,60.0,70.0,385.0,105.0,85.0,0.9912490367042073,420,medium,high,0.000507742166519165,0.35087457299232483,0.02054513990879059,0.04507002606987953
6770,prime_006770,samples/prime_006770.npz,42,46,28,33,4,7,4,5,3,40.0,70.0,40.0,50.0,30.0,435.0,300.0,55.0,0.5836500860127856,60,small,medium,4.321722371969372e-05,0.06930199265480042,0.001949108554981649,0.006114950869232416
6771,prime_006771,samples/prime_006771.npz,34,43,9,25,7,9,9,16,2,70.0,90.0,90.0,160.0,20.0,380.0,165.0,80.0,0.35421249314288117,288,small,low,0.00014496025687549263,0.06710797548294067,0.005231344606727362,0.010360694490373135
6772,prime_006772,samples/prime_006772.npz,37,45,13,23,8,11,8,10,3,80.0,110.0,80.0,100.0,30.0,405.0,175.0,95.0,0.8724015914850324,240,small,high,0.00033538692514412105,0.12894640862941742,0.010303279384970665,0.019054191187024117
6773,prime_006773,samples/prime_006773.npz,17,25,13,23,3,5,8,10,2,30.0,50.0,80.0,100.0,20.0,205.0,175.0,40.0,0.30949914889758867,160,small,low,3.2275351259158924e-05,0.0978040099143982,0.002843629801645875,0.009970988146960735
6774,prime_006774,samples/prime_006774.npz,43,53,15,21,6,12,10,6,6,60.0,120.0,100.0,60.0,60.0,475.0,175.0,90.0,0.7772789961668721,360,medium,high,0.00035044379183091223,0.20688879489898682,0.013728932477533817,0.02805972471833229
6775,prime_006775,samples/prime_006775.npz,13,29,22,30,3,5,16,8,2,30.0,50.0,160.0,80.0,20.0,205.0,255.0,40.0,0.48488166200665395,256,small,medium,0.00010310503421351314,0.17869101464748383,0.0071721202693879604,0.022258421406149864
6776,prime_006776,samples/prime_006776.npz,13,28,19,33,6,14,15,14,8,60.0,140.0,150.0,140.0,80.0,200.0,255.0,100.0,0.46188019740063535,1680,large,low,0.0015409315237775445,0.3691159188747406,0.038035228848457336,0.06302361935377121
6777,prime_006777,samples/prime_006777.npz,15,25,13,29,7,13,10,16,6,70.0,130.0,100.0,160.0,60.0,195.0,205.0,100.0,0.5842072879094756,960,large,medium,0.0009503014734946191,0.27639535069465637,0.027205878868699074,0.04601341485977173
6778,prime_006778,samples/prime_006778.npz,43,49,23,35,3,10,6,12,7,30.0,100.0,60.0,120.0,70.0,455.0,285.0,65.0,0.7183542345078697,504,medium,medium,0.0004716775147244334,0.4410805106163025,0.019533347338438034,0.05075884982943535
6779,prime_006779,samples/prime_006779.npz,16,31,34,47,3,9,15,13,6,30.0,90.0,150.0,130.0,60.0,230.0,400.0,60.0,0.288895651427808,1170,large,low,0.00041975980275310576,0.2943740487098694,0.018542693927884102,0.04382866621017456
6780,prime_006780,samples/prime_006780.npz,20,27,19,28,7,15,7,9,8,70.0,150.0,70.0,90.0,80.0,230.0,230.0,110.0,0.4611196861943458,504,medium,low,0.0005087178433313966,0.12485844641923904,0.011144432239234447,0.01863749325275421
6781,prime_006781,samples/prime_006781.npz,17,30,29,42,7,11,13,13,4,70.0,110.0,130.0,130.0,40.0,230.0,350.0,90.0,0.42486793882921464,676,large,low,0.0006140051409602165,0.16128511726856232,0.01460068579763174,0.02595459669828415
6782,prime_006782,samples/prime_006782.npz,31,44,40,46,8,15,13,6,7,80.0,150.0,130.0,60.0,70.0,370.0,425.0,115.0,0.9105014039066102,546,medium,high,0.0011488449526950717,0.2256622612476349,0.023455459624528885,0.0365348756313324
6783,prime_006783,samples/prime_006783.npz,15,30,13,27,3,8,15,14,5,30.0,80.0,150.0,140.0,50.0,220.0,195.0,55.0,0.387947191293123,1050,large,low,0.00040570099372416735,0.3650036156177521,0.02251390554010868,0.05512259155511856
6784,prime_006784,samples/prime_006784.npz,20,30,11,19,2,5,10,8,3,20.0,50.0,100.0,80.0,30.0,245.0,145.0,35.0,0.4254260815559599,240,small,low,5.9186630096519366e-05,0.23242399096488953,0.00593489920720458,0.022870227694511414
6785,prime_006785,samples/prime_006785.npz,43,50,8,16,6,14,7,8,8,60.0,140.0,70.0,80.0,80.0,460.0,115.0,100.0,0.36244588820583845,448,medium,low,0.0001987383875530213,0.1073051244020462,0.007560218218713999,0.014915598556399345
6786,prime_006786,samples/prime_006786.npz,34,43,33,38,8,11,9,5,3,80.0,110.0,90.0,50.0,30.0,380.0,350.0,95.0,0.24562448916913499,135,small,low,7.906687824288383e-05,0.021725762635469437,0.0016709957271814346,0.003070961218327284
6787,prime_006787,samples/prime_006787.npz,10,23,46,53,5,12,13,7,7,50.0,120.0,130.0,70.0,70.0,160.0,490.0,85.0,0.6950330896279928,637,large,medium,0.00048513038200326264,0.32977330684661865,0.0218158308416605,0.046218231320381165
6788,prime_006788,samples/prime_006788.npz,32,45,38,47,6,13,13,9,7,60.0,130.0,130.0,90.0,70.0,380.0,420.0,95.0,0.3222997642686535,819,large,low,0.00050519616343081,0.15739817917346954,0.01316740270704031,0.023857930675148964
6789,prime_006789,samples/prime_006789.npz,22,35,33,48,6,13,13,15,7,60.0,130.0,130.0,150.0,70.0,280.0,400.0,95.0,0.20410280837470954,1365,large,low,0.0006266241543926299,0.14338065683841705,0.013972031883895397,0.023841889575123787
6790,prime_006790,samples/prime_006790.npz,32,38,26,41,3,6,6,15,3,30.0,60.0,60.0,150.0,30.0,345.0,330.0,45.0,0.8814579067926045,270,small,high,0.000335878663463518,0.3587649464607239,0.013670999556779861,0.04154886677861214
6791,prime_006791,samples/prime_006791.npz,17,21,9,17,4,12,4,8,8,40.0,120.0,40.0,80.0,80.0,185.0,125.0,80.0,0.46800985494015684,256,small,medium,0.00012607798271346837,0.13194973766803741,0.0060150944627821445,0.014577060006558895
6792,prime_006792,samples/prime_006792.npz,36,46,18,32,6,14,10,14,8,60.0,140.0,100.0,140.0,80.0,405.0,245.0,100.0,0.8000924308220848,1120,large,high,0.001860584830865264,0.4814164638519287,0.04418217018246651,0.0759047344326973
6793,prime_006793,samples/prime_006793.npz,39,53,39,43,8,16,14,4,8,80.0,160.0,140.0,40.0,80.0,455.0,405.0,120.0,0.8956783060618908,448,medium,high,0.0007987624267116189,0.17200018465518951,0.018349099904298782,0.02833467163145542
6794,prime_006794,samples/prime_006794.npz,32,45,37,46,4,9,13,9,5,40.0,90.0,130.0,90.0,50.0,380.0,410.0,65.0,0.6270829665917985,585,large,medium,0.0005046400474384427,0.36178913712501526,0.019888658076524734,0.04768610745668411
6795,prime_006795,samples/prime_006795.npz,43,47,19,23,4,7,4,4,3,40.0,70.0,40.0,40.0,30.0,445.0,205.0,55.0,0.2851974664067879,48,small,low,1.2521456483227666e-05,0.028298739343881607,0.000755881832446903,0.002415155293419957
6796,prime_006796,samples/prime_006796.npz,35,45,40,46,8,10,10,6,2,80.0,100.0,100.0,60.0,20.0,395.0,425.0,90.0,0.6770926161660652,120,small,medium,0.00013915676390752196,0.056166864931583405,0.004097894765436649,0.007893807254731655
6797,prime_006797,samples/prime_006797.npz,37,48,26,34,3,7,11,8,4,30.0,70.0,110.0,80.0,40.0,420.0,295.0,50.0,0.39195949037444244,352,medium,low,0.0001621583360247314,0.2093401998281479,0.007788954768329859,0.023309923708438873
6798,prime_006798,samples/prime_006798.npz,21,34,28,37,5,7,13,9,2,50.0,70.0,130.0,90.0,20.0,270.0,320.0,60.0,0.7766745652051947,234,small,high,0.00033326554694212973,0.18960696458816528,0.010050729848444462,0.024778516963124275
6799,prime_006799,samples/prime_006799.npz,12,16,44,52,2,8,4,8,6,20.0,80.0,40.0,80.0,60.0,135.0,475.0,50.0,0.7722179724505415,192,small,high,9.382709686178714e-05,0.35101252794265747,0.008155168034136295,0.029069524258375168
6800,prime_006800,samples/prime_006800.npz,12,22,22,31,7,12,10,9,5,70.0,120.0,100.0,90.0,50.0,165.0,260.0,95.0,0.36126530255807215,450,medium,low,0.0002772047300823033,0.10068307816982269,0.008012446574866772,0.014860832132399082
6801,prime_006801,samples/prime_006801.npz,49,55,20,32,5,12,6,12,7,50.0,120.0,60.0,120.0,70.0,515.0,255.0,85.0,0.7727634620574994,504,medium,high,0.0005019664531573653,0.3082171082496643,0.019348356872797012,0.04129665344953537
6802,prime_006802,samples/prime_006802.npz,48,54,14,20,2,7,6,6,5,20.0,70.0,60.0,60.0,50.0,505.0,165.0,45.0,0.505064376221066,180,small,medium,5.178870560484938e-05,0.2425454556941986,0.005074378568679094,0.019405031576752663
6803,prime_006803,samples/prime_006803.npz,38,49,21,35,4,11,11,14,7,40.0,110.0,110.0,140.0,70.0,430.0,275.0,75.0,0.6322023319757364,1078,large,medium,0.0010856874287128448,0.525900661945343,0.035908445715904236,0.07641573995351791
6804,prime_006804,samples/prime_006804.npz,39,51,45,52,4,8,12,7,4,40.0,80.0,120.0,70.0,40.0,445.0,480.0,60.0,0.460008139671627,336,medium,low,0.00013247730385046452,0.1854170709848404,0.008312900550663471,0.022259579971432686
6805,prime_006805,samples/prime_006805.npz,9,19,22,27,3,9,10,5,6,30.0,90.0,100.0,50.0,60.0,135.0,240.0,60.0,0.39987962754582135,300,medium,low,0.00011314547737129033,0.17929813265800476,0.006473041605204344,0.018663180992007256
6806,prime_006806,samples/prime_006806.npz,41,53,26,34,7,15,12,8,8,70.0,150.0,120.0,80.0,80.0,465.0,295.0,110.0,0.5093921512274547,768,large,medium,0.0008378029451705515,0.19533619284629822,0.01851208508014679,0.030657369643449783
6807,prime_006807,samples/prime_006807.npz,47,52,32,46,8,10,5,14,2,80.0,100.0,50.0,140.0,20.0,490.0,385.0,90.0,0.7681836396432162,140,small,high,0.00015499575238209218,0.06789976358413696,0.005314030684530735,0.010175982490181923
6808,prime_006808,samples/prime_006808.npz,30,44,49,53,5,10,14,4,5,50.0,100.0,140.0,40.0,50.0,365.0,505.0,75.0,0.3502498401824833,280,small,low,0.00011858024663524702,0.08756178617477417,0.005050638224929571,0.011472219601273537
6809,prime_006809,samples/prime_006809.npz,52,56,24,33,4,6,4,9,2,40.0,60.0,40.0,90.0,20.0,535.0,280.0,50.0,0.27394375043959834,72,small,low,1.5067609638208523e-05,0.03724638372659683,0.0010835416615009308,0.003556762356311083
6810,prime_006810,samples/prime_006810.npz,27,42,34,41,4,7,15,7,3,40.0,70.0,150.0,70.0,30.0,340.0,370.0,55.0,0.2842053890387451,315,medium,low,0.0001360085152555257,0.10328271985054016,0.005009390413761139,0.013140065595507622
6811,prime_006811,samples/prime_006811.npz,27,34,25,39,7,9,7,14,2,70.0,90.0,70.0,140.0,20.0,300.0,315.0,80.0,0.7478375806122812,196,small,high,0.00040181283839046955,0.10697944462299347,0.007711072452366352,0.01537579670548439
6812,prime_006812,samples/prime_006812.npz,48,52,18,31,7,13,4,13,6,70.0,130.0,40.0,130.0,60.0,495.0,240.0,100.0,0.6728723461036096,312,medium,medium,0.0003242912353016436,0.12238331884145737,0.010044451802968979,0.018337668851017952
6813,prime_006813,samples/prime_006813.npz,43,53,8,24,2,7,10,16,5,20.0,70.0,100.0,160.0,50.0,475.0,155.0,45.0,0.3234195290508738,800,large,low,0.00015701624215580523,0.3160305321216583,0.014476089738309383,0.042580850422382355
6814,prime_006814,samples/prime_006814.npz,8,23,29,33,4,12,15,4,8,40.0,120.0,150.0,40.0,80.0,150.0,305.0,80.0,0.3235197810602561,480,medium,low,0.0002408042928436771,0.13178560137748718,0.007962754927575588,0.017389625310897827
6815,prime_006815,samples/prime_006815.npz,23,33,29,39,4,6,10,10,2,40.0,60.0,100.0,100.0,20.0,275.0,335.0,50.0,0.20222515800246327,200,small,low,5.990516365272924e-05,0.05705433338880539,0.002294217236340046,0.006615319289267063
6816,prime_006816,samples/prime_006816.npz,32,40,32,45,5,9,8,13,4,50.0,90.0,80.0,130.0,40.0,355.0,380.0,70.0,0.5292188877485287,416,medium,medium,0.0003884964680764824,0.20051568746566772,0.011839538812637329,0.026722194626927376
6817,prime_006817,samples/prime_006817.npz,26,40,10,15,2,9,14,5,7,20.0,90.0,140.0,50.0,70.0,325.0,120.0,55.0,0.6688554473903761,490,medium,medium,0.0003161529602948576,0.47753143310546875,0.017920661717653275,0.053084805607795715
6818,prime_006818,samples/prime_006818.npz,19,24,19,34,4,9,5,15,5,40.0,90.0,50.0,150.0,50.0,210.0,260.0,65.0,0.5422608497894406,375,medium,medium,0.000278695224551484,0.20976197719573975,0.011018890887498856,0.02676127478480339
6819,prime_006819,samples/prime_006819.npz,18,22,35,44,2,9,4,9,7,20.0,90.0,40.0,90.0,70.0,195.0,390.0,55.0,0.3505716467188646,252,small,low,9.188996773445979e-05,0.17782807350158691,0.004904346540570259,0.015792377293109894
6820,prime_006820,samples/prime_006820.npz,8,19,39,43,5,11,11,4,6,50.0,110.0,110.0,40.0,60.0,130.0,405.0,80.0,0.888375300875752,264,small,high,0.0002778700727503747,0.21410433948040009,0.011865690350532532,0.026824407279491425
6821,prime_006821,samples/prime_006821.npz,37,53,42,48,3,7,16,6,4,30.0,70.0,160.0,60.0,40.0,445.0,445.0,50.0,0.30804790884955224,384,medium,low,9.386245073983446e-05,0.15496939420700073,0.006593307014554739,0.018909655511379242
6822,prime_006822,samples/prime_006822.npz,27,40,27,38,6,8,13,11,2,60.0,80.0,130.0,110.0,20.0,330.0,320.0,70.0,0.38773254100781335,286,small,low,0.0002638882724568248,0.08991427719593048,0.0059841591864824295,0.012891697697341442
6823,prime_006823,samples/prime_006823.npz,23,39,24,28,6,10,16,4,4,60.0,100.0,160.0,40.0,40.0,305.0,255.0,80.0,0.7496272077657161,256,small,high,0.00043068965896964073,0.142314150929451,0.010068313218653202,0.020242035388946533
6824,prime_006824,samples/prime_006824.npz,43,47,11,23,6,14,4,12,8,60.0,140.0,40.0,120.0,80.0,445.0,165.0,100.0,0.3640981524315339,384,medium,low,0.0002042545675067231,0.0881451815366745,0.00669992296025157,0.012568945996463299
6825,prime_006825,samples/prime_006825.npz,41,52,17,26,4,9,11,9,5,40.0,90.0,110.0,90.0,50.0,460.0,210.0,65.0,0.46079220581597224,495,medium,low,0.00023960538965184242,0.24305172264575958,0.012199223972856998,0.03050888702273369
6826,prime_006826,samples/prime_006826.npz,10,24,14,25,5,12,14,11,7,50.0,120.0,140.0,110.0,70.0,165.0,190.0,85.0,0.2546567721432697,1078,large,low,0.0003500073216855526,0.1791009157896042,0.01375358086079359,0.02731972560286522
6827,prime_006827,samples/prime_006827.npz,18,23,42,49,2,4,5,7,2,20.0,40.0,50.0,70.0,20.0,200.0,450.0,30.0,0.5527748673949623,70,small,medium,1.890455314423889e-05,0.15076005458831787,0.0022850162349641323,0.01101713627576828
6828,prime_006828,samples/prime_006828.npz,43,48,37,45,4,8,5,8,4,40.0,80.0,50.0,80.0,40.0,450.0,405.0,60.0,0.8601827974530163,160,small,high,0.00014303605712484568,0.2087963968515396,0.007503574714064598,0.021319162100553513
6829,prime_006829,samples/prime_006829.npz,23,38,40,46,7,13,15,6,6,70.0,130.0,150.0,60.0,60.0,300.0,425.0,100.0,0.8774525455172189,540,medium,high,0.0010796987917274237,0.2562371492385864,0.023369058966636658,0.04002600163221359
6830,prime_006830,samples/prime_006830.npz,41,52,11,21,7,13,11,10,6,70.0,130.0,110.0,100.0,60.0,460.0,155.0,100.0,0.2959246929239262,660,large,low,0.00026761251501739025,0.10830089449882507,0.009259854443371296,0.0168286319822073
6831,prime_006831,samples/prime_006831.npz,31,38,9,14,5,13,7,5,8,50.0,130.0,70.0,50.0,80.0,340.0,110.0,90.0,0.36411998487355157,280,small,low,0.00014779265620745718,0.08812890946865082,0.004991127178072929,0.010790395550429821
6832,prime_006832,samples/prime_006832.npz,27,34,50,54,3,8,7,4,5,30.0,80.0,70.0,40.0,50.0,300.0,515.0,55.0,0.32410937420927344,140,small,low,4.2501527786953375e-05,0.09022404253482819,0.002477113390341401,0.00799298845231533
6833,prime_006833,samples/prime_006833.npz,36,44,47,54,3,10,8,7,7,30.0,100.0,80.0,70.0,70.0,395.0,500.0,65.0,0.3725330100092076,392,medium,low,0.00014455558266490698,0.20342491567134857,0.007752709556370974,0.02143292874097824
6834,prime_006834,samples/prime_006834.npz,23,33,13,22,3,8,10,9,5,30.0,80.0,100.0,90.0,50.0,275.0,170.0,55.0,0.2791845727238821,450,medium,low,0.00013350683730095625,0.17404724657535553,0.006952461786568165,0.01983804628252983
6835,prime_006835,samples/prime_006835.npz,31,36,18,28,2,7,5,10,5,20.0,70.0,50.0,100.0,50.0,330.0,225.0,45.0,0.836221767460114,250,small,high,0.00023626975598745048,0.4552067220211029,0.01197686605155468,0.04195325821638107
6836,prime_006836,samples/prime_006836.npz,14,27,29,35,2,9,13,6,7,20.0,90.0,130.0,60.0,70.0,200.0,315.0,55.0,0.802253497412535,546,medium,high,0.0005773924640379846,0.6446084380149841,0.0243842676281929,0.07111955434083939
6837,prime_006837,samples/prime_006837.npz,44,56,38,43,7,15,12,5,8,70.0,150.0,120.0,50.0,80.0,495.0,400.0,110.0,0.895901129902581,480,medium,high,0.0007091276929713786,0.2234424501657486,0.019906504079699516,0.034361593425273895
6838,prime_006838,samples/prime_006838.npz,23,30,20,31,6,13,7,11,7,60.0,130.0,70.0,110.0,70.0,260.0,250.0,95.0,0.43680616924179716,539,medium,low,0.0005265493527986109,0.15420153737068176,0.01184635516256094,0.02192119136452675
6839,prime_006839,samples/prime_006839.npz,13,26,14,30,2,4,13,16,2,20.0,40.0,130.0,160.0,20.0,190.0,215.0,30.0,0.6564310819256323,416,medium,medium,0.00014514934446197003,0.3565899133682251,0.0161358080804348,0.05200066789984703
6840,prime_006840,samples/prime_006840.npz,27,41,15,25,4,8,14,10,4,40.0,80.0,140.0,100.0,40.0,335.0,195.0,60.0,0.3414286459165169,560,medium,low,0.00025557036860845983,0.19017884135246277,0.010486660525202751,0.025734392926096916
6841,prime_006841,samples/prime_006841.npz,21,25,27,39,2,8,4,12,6,20.0,80.0,40.0,120.0,60.0,225.0,325.0,50.0,0.806060094326172,288,small,high,0.00029480396187864244,0.43347400426864624,0.013134096749126911,0.04215226322412491
6842,prime_006842,samples/prime_006842.npz,29,45,8,19,8,10,16,11,2,80.0,100.0,160.0,110.0,20.0,365.0,130.0,90.0,0.8763438421375089,352,medium,high,0.0004552102764137089,0.16586285829544067,0.015162596479058266,0.02755526825785637
6843,prime_006843,samples/prime_006843.npz,8,24,22,35,3,9,16,13,6,30.0,90.0,160.0,130.0,60.0,155.0,280.0,60.0,0.4832511501357657,1248,large,medium,0.0006794218206778169,0.5057403445243835,0.032731182873249054,0.07716603577136993
6844,prime_006844,samples/prime_006844.npz,43,52,17,33,3,11,9,16,8,30.0,110.0,90.0,160.0,80.0,470.0,245.0,70.0,0.7790438974860253,1152,large,high,0.001080303336493671,0.7696689963340759,0.04739398881793022,0.10874530673027039
6845,prime_006845,samples/prime_006845.npz,20,26,12,24,8,11,6,12,3,80.0,110.0,60.0,120.0,30.0,225.0,175.0,95.0,0.4355315520037518,216,small,low,0.00015083090693224221,0.05719834566116333,0.004627599380910397,0.00852166023105383
6846,prime_006846,samples/prime_006846.npz,13,24,24,40,2,8,11,16,6,20.0,80.0,110.0,160.0,60.0,180.0,315.0,50.0,0.5430480392169748,1056,large,medium,0.0006426906329579651,0.6177797913551331,0.03222636133432388,0.08692992478609085
6847,prime_006847,samples/prime_006847.npz,16,23,31,41,5,11,7,10,6,50.0,110.0,70.0,100.0,60.0,190.0,355.0,80.0,0.7897239280680405,420,medium,high,0.0005408560391515493,0.2927129566669464,0.017220230773091316,0.03744468837976456
6848,prime_006848,samples/prime_006848.npz,28,39,13,24,3,5,11,11,2,30.0,50.0,110.0,110.0,20.0,330.0,180.0,40.0,0.49180299735599087,242,small,medium,0.00010274044325342402,0.18746790289878845,0.00686884019523859,0.022192412987351418
6849,prime_006849,samples/prime_006849.npz,16,32,8,12,6,9,16,4,3,60.0,90.0,160.0,40.0,30.0,235.0,95.0,75.0,0.9350611482145206,192,small,high,0.00018460967112332582,0.14426271617412567,0.00906422920525074,0.020245850086212158
6850,prime_006850,samples/prime_006850.npz,29,38,26,40,7,11,9,14,4,70.0,110.0,90.0,140.0,40.0,330.0,325.0,90.0,0.28650786787299354,504,medium,low,0.0004268403572496027,0.08685718476772308,0.0073999869637191296,0.013343882746994495
6851,prime_006851,samples/prime_006851.npz,16,20,10,25,2,4,4,15,2,20.0,40.0,40.0,150.0,20.0,175.0,170.0,30.0,0.47411543646032794,120,small,medium,2.5339591957163066e-05,0.13992395997047424,0.003346427343785763,0.013601168058812618
6852,prime_006852,samples/prime_006852.npz,40,54,48,55,2,10,14,7,8,20.0,100.0,140.0,70.0,80.0,465.0,510.0,60.0,0.20690540830547852,784,large,low,0.00012136950681451708,0.19997456669807434,0.008611835539340973,0.024108966812491417
6853,prime_006853,samples/prime_006853.npz,44,51,15,22,5,9,7,7,4,50.0,90.0,70.0,70.0,40.0,470.0,180.0,70.0,0.3127300272079806,196,small,low,6.18348058196716e-05,0.0699828490614891,0.003207196481525898,0.008058304898440838
6854,prime_006854,samples/prime_006854.npz,19,31,45,55,3,11,12,10,8,30.0,110.0,120.0,100.0,80.0,245.0,495.0,70.0,0.8485689317207799,960,large,high,0.0009052883251570165,0.7904724478721619,0.04268447682261467,0.10315070301294327
6855,prime_006855,samples/prime_006855.npz,28,38,43,49,5,12,10,6,7,50.0,120.0,100.0,60.0,70.0,325.0,455.0,85.0,0.5326897737620067,420,medium,medium,0.00039769141585566103,0.18855735659599304,0.011428030207753181,0.0240921787917614
6856,prime_006856,samples/prime_006856.npz,14,25,34,44,6,14,11,10,8,60.0,140.0,110.0,100.0,80.0,190.0,385.0,100.0,0.9602284205223717,880,large,high,0.0015688866842538118,0.48869046568870544,0.041339922696352005,0.07364579290151596
6857,prime_006857,samples/prime_006857.npz,45,55,29,39,6,8,10,10,2,60.0,80.0,100.0,100.0,20.0,495.0,335.0,70.0,0.20981760598478855,200,small,low,5.2962699555791914e-05,0.038913797587156296,0.0022027851082384586,0.005126574542373419
6858,prime_006858,samples/prime_006858.npz,50,56,18,30,3,8,6,12,5,30.0,80.0,60.0,120.0,50.0,525.0,235.0,55.0,0.6265100033661416,360,medium,medium,0.00017607024346943945,0.32529646158218384,0.012216458097100258,0.03601454943418503
6859,prime_006859,samples/prime_006859.npz,17,23,16,32,4,8,6,16,4,40.0,80.0,60.0,160.0,40.0,195.0,235.0,60.0,0.43402685225813264,384,medium,low,0.00018776883371174335,0.17596586048603058,0.009109086357057095,0.022832339629530907
6860,prime_006860,samples/prime_006860.npz,30,42,21,31,6,14,12,10,8,60.0,140.0,120.0,100.0,80.0,355.0,255.0,100.0,0.7541093553385998,960,large,high,0.0018137390725314617,0.40940067172050476,0.03599733114242554,0.062297966331243515
6861,prime_006861,samples/prime_006861.npz,41,45,14,29,3,9,4,15,6,30.0,90.0,40.0,150.0,60.0,425.0,210.0,60.0,0.7304442745426477,360,medium,medium,0.00028333309455774724,0.3243368864059448,0.014358693733811378,0.038185860961675644
6862,prime_006862,samples/prime_006862.npz,40,45,43,53,2,7,5,10,5,20.0,70.0,50.0,100.0,50.0,420.0,475.0,45.0,0.6357284312862631,250,small,medium,0.00011097870446974412,0.3460659086704254,0.008977704681456089,0.031927112489938736
6863,prime_006863,samples/prime_006863.npz,35,42,42,56,7,14,7,14,7,70.0,140.0,70.0,140.0,70.0,380.0,485.0,105.0,0.42932349370539885,686,large,low,0.0005059813265688717,0.15097899734973907,0.013937966898083687,0.023980561643838882
6864,prime_006864,samples/prime_006864.npz,41,53,10,24,3,7,12,14,4,30.0,70.0,120.0,140.0,40.0,465.0,165.0,50.0,0.6474638863620075,672,large,medium,0.0003093864070251584,0.47735169529914856,0.02407149225473404,0.06573884189128876
6865,prime_006865,samples/prime_006865.npz,25,29,14,22,4,8,4,8,4,40.0,80.0,40.0,80.0,40.0,265.0,175.0,60.0,0.8572665365690448,128,small,high,0.0001253603695658967,0.17277443408966064,0.005995565094053745,0.01713559776544571
6866,prime_006866,samples/prime_006866.npz,39,48,47,53,8,16,9,6,8,80.0,160.0,90.0,60.0,80.0,430.0,495.0,120.0,0.3156177413450792,432,medium,low,0.00022557810007128865,0.06286709010601044,0.006085176486521959,0.009950543753802776
6867,prime_006867,samples/prime_006867.npz,19,26,37,49,8,15,7,12,7,80.0,150.0,70.0,120.0,70.0,220.0,425.0,115.0,0.32351157759552074,588,large,low,0.00039233072311617434,0.08695755898952484,0.008910486474633217,0.014054195955395699
6868,prime_006868,samples/prime_006868.npz,21,35,20,31,2,7,14,11,5,20.0,70.0,140.0,110.0,50.0,275.0,250.0,45.0,0.5129663836545937,770,large,medium,0.00045390837476588786,0.5025296807289124,0.022640205919742584,0.06601884216070175
6869,prime_006869,samples/prime_006869.npz,20,24,15,27,6,14,4,12,8,60.0,140.0,40.0,120.0,80.0,215.0,205.0,100.0,0.7200424632457871,384,medium,medium,0.0004922826192341745,0.1743163913488388,0.013518823310732841,0.024745898321270943
6870,prime_006870,samples/prime_006870.npz,26,38,8,13,7,11,12,5,4,70.0,110.0,120.0,50.0,40.0,315.0,100.0,90.0,0.23678684107822767,240,small,low,8.463833364658058e-05,0.0387042798101902,0.0027586075011640787,0.005543133243918419
6871,prime_006871,samples/prime_006871.npz,37,49,44,54,4,10,12,10,6,40.0,100.0,120.0,100.0,60.0,425.0,485.0,70.0,0.6326984996147569,720,large,medium,0.0004718760901596397,0.42008888721466064,0.0238144900649786,0.056134067475795746
6872,prime_006872,samples/prime_006872.npz,14,26,22,37,8,16,12,15,8,80.0,160.0,120.0,150.0,80.0,195.0,290.0,120.0,0.9899398827430792,1440,large,high,0.0036230776458978653,0.5370864868164062,0.06617678701877594,0.09557472169399261
6873,prime_006873,samples/prime_006873.npz,48,56,31,45,7,12,8,14,5,70.0,120.0,80.0,140.0,50.0,515.0,375.0,95.0,0.6654452507938962,560,medium,medium,0.0005362784140743315,0.21403686702251434,0.01790577918291092,0.033307671546936035
6874,prime_006874,samples/prime_006874.npz,36,50,21,25,4,6,14,4,2,40.0,60.0,140.0,40.0,20.0,425.0,225.0,50.0,0.5018617072567243,112,small,medium,5.301418059389107e-05,0.08342152088880539,0.0031582757364958525,0.00931934267282486
6875,prime_006875,samples/prime_006875.npz,50,55,31,36,2,7,5,5,5,20.0,70.0,50.0,50.0,50.0,520.0,330.0,45.0,0.6126705350623123,125,small,medium,5.7883178669726476e-05,0.2264377772808075,0.004300078842788935,0.016914071515202522
6876,prime_006876,samples/prime_006876.npz,38,48,44,55,5,11,10,11,6,50.0,110.0,100.0,110.0,60.0,425.0,490.0,80.0,0.35174085867729166,660,large,low,0.0002697406162042171,0.18286676704883575,0.011749512515962124,0.025370748713612556
6877,prime_006877,samples/prime_006877.npz,32,38,21,30,4,12,6,9,8,40.0,120.0,60.0,90.0,80.0,345.0,250.0,80.0,0.6491508912707713,432,medium,medium,0.0005750493728555739,0.2821989953517914,0.0147203728556633,0.033107515424489975
6878,prime_006878,samples/prime_006878.npz,13,19,25,36,3,9,6,11,6,30.0,90.0,60.0,110.0,60.0,155.0,300.0,60.0,0.2947274511860344,396,medium,low,0.00013663932622876018,0.16108782589435577,0.0063560521230101585,0.01768200471997261
6879,prime_006879,samples/prime_006879.npz,28,39,13,25,5,10,11,12,5,50.0,100.0,110.0,120.0,50.0,330.0,185.0,75.0,0.8267082706639156,660,large,high,0.0008864430128596723,0.4340108036994934,0.028676936402916908,0.06141851469874382
